,B,V
93820,20.126,19.322
93821,17.219,16.393
93822,21.339,20.279
93823,19.086,18.518
93824,19.129,18.556
93825,,19.763
93826,21.003,20.21
93827,19.996,19.403
93828,22.557,21.417
93829,20.801,20.22
93830,21.78,20.668
93831,19.07,18.517
93832,20.035,19.349
93833,20.332,19.618
93834,22.577,21.709
93835,20.359,19.695
93836,,22.595
93837,18.168,17.766
93838,,22.853
93839,21.108,20.361
93840,22.4,21.436
93841,22.515,21.621
93842,22.602,21.679
93843,20.588,19.764
93844,20.662,19.958
93845,22.304,21.075
93846,22.631,21.405
93847,,22.202
93848,19.56,18.827
93849,20.056,19.388
93850,19.223,18.735
93851,19.642,19.125
93852,18.627,18.044
93853,22.067,21.084
93854,21.166,20.364
93855,18.169,17.601
93856,17.509,16.743
93857,18.884,18.27
93858,22.431,20.994
93859,17.852,17.079
93860,19.347,18.709
93861,18.558,17.769
93862,,21.577
93863,19.918,19.311
93864,20.074,19.462
93865,20.688,19.743
93866,20.463,19.765
93867,20.61,19.829
93868,19.51,18.961
93869,20.397,19.503
93870,,19.254
93871,19.941,19.175
93872,19.431,18.726
93873,21.955,21.146
93874,20.636,19.655
93875,18.561,17.865
93876,20.015,19.202
93877,21.619,20.456
93878,18.665,18.09
93879,18.894,18.317
93880,19.124,18.545
93881,19.758,19.117
93882,20.215,19.54
93883,22.389,21.447
93884,19.506,18.928
93885,20.284,19.544
93886,22.503,
93887,19.409,18.6
93888,18.653,18.172
93889,21.247,20.345
93890,20.39,19.676
93891,16.241,15.218
93892,18.685,18.088
93893,20.81,20.014
93894,18.147,17.491
93895,21.571,20.602
93896,21.805,20.968
93897,18.752,18.197
93898,22.002,20.858
93899,21.395,20.383
93900,20.833,19.943
93901,19.539,19.016
93902,20.53,19.886
93903,22.097,21.399
93904,21.394,20.46
93905,19.476,18.879
93906,15.907,15.08
93907,20.948,20.341
93908,21.647,20.633
93909,21.173,20.36
93910,22.514,21.594
93911,,22.071
93912,19.507,18.889
93913,18.586,18.019
93914,19.768,19.07
93915,18.672,18.093
93916,19.807,19.092
93917,21.076,20.256
93918,20.845,19.918
93919,20.768,20.05
93920,19.591,18.928
93921,18.944,18.368
93922,21.066,19.994
93923,17.843,17.181
93924,18.712,18.199
93925,19.368,19.084
93926,20.433,19.529
93927,20.838,19.461
93928,20.407,19.703
93929,20.52,19.487
93930,19.857,19.164
93931,18.602,18.477
93932,18.101,17.479
93933,19.095,18.708
93934,21.536,21.015
93935,18.092,17.408
93936,20.424,19.387
93937,20.794,19.97
93938,18.63,18.057
93939,21.604,20.034
93940,21.19,19.933
93941,19.958,19.209
93942,21.002,19.894
93943,18.475,17.842
93944,20.649,19.705
93945,21.129,20.123
93946,19.362,18.797
93947,21.737,21.049
93948,19.838,19.023
93949,22.049,20.884
93950,22.069,20.468
93951,,22.026
93952,18.778,18.208
93953,22.397,21.608
93954,21.603,20.825
93955,18.748,18.219
93956,18.685,18.148
93957,22.102,20.93
93958,23.192,21.758
93959,22.563,21.572
93960,20.15,19.544
93961,18.558,17.921
93962,21.125,20.286
93963,19.004,18.446
93964,19.613,19.007
93965,,21.938
93966,16.648,15.625
93967,19.011,18.451
93968,20.822,20.04
93969,23.395,22.206
93970,20.495,19.771
93971,20.153,19.49
93972,18.886,18.328
93973,22.975,22.052
93974,21.603,20.425
93975,20.453,19.796
93976,20.015,19.326
93977,21.271,20.354
93978,,21.657
93979,20.297,19.529
93980,19.792,19.165
93981,19.893,19.21
93982,19.001,18.434
93983,21.485,20.833
93984,19.048,18.569
93985,21.079,19.822
93986,18.854,18.232
93987,19.504,18.904
93988,19.893,19.197
93989,20.996,20.213
93990,18.808,18.21
93991,20.996,20.263
93992,19.038,
93993,20.589,19.852
93994,20.991,20.345
93995,20.409,19.826
93996,20.147,19.134
93997,22.587,20.667
93998,19.496,18.702
93999,20.824,20.257
94000,20.477,19.81
94001,19.918,19.417
94002,,18.708
94003,18.045,17.142
94004,,18.438
94005,19.58,18.764
94006,18.531,17.97
94007,19.139,18.58
94008,19.964,19.182
94009,20.568,20.052
94010,22.22,21.721
94011,21.663,19.939
94012,19.752,18.903
94013,21.419,20.554
94014,20.318,19.847
94015,21.394,20.273
94016,21.973,21.126
94017,20.219,19.478
94018,19.318,18.745
94019,22.786,21.073
94020,19.453,18.835
94021,18.57,18.039
94022,20.161,19.058
94023,23.765,21.811
94024,19.813,19.19
94025,19.163,18.626
94026,20.849,20.029
94027,18.093,17.381
94028,22.053,21.492
94029,,22.349
94030,21.524,19.969
94031,20.633,19.801
94032,20.682,19.894
94033,23.187,21.552
94034,20.8,19.836
94035,20.732,20.079
94036,21.669,20.582
94037,13.922,12.808
94038,22.615,22.48
94039,22.31,21.321
94040,20.52,19.82
94041,,22.321
94042,19.021,18.52
94043,21.912,21.153
94044,22.117,21.022
94045,22.756,21.763
94046,19.11,18.551
94047,18.548,17.931
94048,17.932,17.218
94049,19.865,19.271
94050,21.093,20.224
94051,20.959,19.814
94052,21.414,20.413
94053,19.448,18.862
94054,20.835,20.039
94055,19.562,19.031
94056,19.127,18.583
94057,18.284,17.568
94058,21.06,20.862
94059,19.37,18.671
94060,18.045,17.688
94061,20.519,20.133
94062,20.68,19.531
94063,19.884,19.255
94064,20.411,19.622
94065,20.06,19.426
94066,19.159,18.494
94067,20.218,19.34
94068,18.674,18.06
94069,20.287,19.325
94070,20.948,
94071,19.6,18.92
94072,18.597,17.908
94073,15.143,15.057
94074,,19.688
94075,19.821,18.967
94076,19.61,18.96
94077,18.177,17.646
94078,21.111,20.756
94079,14.932,14.55
94080,21.597,20.734
94081,20.917,20.143
94082,19.906,19.192
94083,19.678,18.979
94084,20.394,19.885
94085,18.339,17.628
94086,20.206,19.345
94087,21.94,21.012
94088,22.064,20.146
94089,18.633,18.15
94090,20.507,19.822
94091,21.49,20.461
94092,23.683,21.765
94093,19.788,19.169
94094,22.177,20.95
94095,18.132,17.491
94096,20.529,19.859
94097,20.467,19.733
94098,23.203,22.02
94099,23.047,21.57
94100,21.287,20.411
94101,22.254,21.085
94102,,22.108
94103,17.063,16.03
94104,20.61,19.878
94105,18.641,18.073
94106,20.432,19.691
94107,19.592,19.113
94108,18.757,18.231
94109,19.802,19.243
94110,21.597,20.775
94111,18.917,18.345
94112,20.943,21.345
94113,21.154,20.382
94114,20.789,20.384
94115,19.048,18.488
94116,19.323,18.598
94117,20.081,19.199
94118,,22.639
94119,22.526,21.06
94120,16.912,16.125
94121,18.609,18.066
94122,18.222,17.422
94123,18.688,18.088
94124,19.645,19.052
94125,21.02,19.995
94126,20.387,19.688
94127,20.478,19.651
94128,21.571,20.838
94129,,21.549
94130,21.298,20.76
94131,19.968,19.072
94132,19.818,18.964
94133,20.04,19.184
94134,20.787,20.186
94135,19.99,19.382
94136,19.533,19.105
94137,20.066,19.47
94138,20.038,19.275
94139,21.717,20.819
94140,20.41,19.438
94141,20.344,19.57
94142,19.538,18.723
94143,20.555,19.854
94144,20.795,19.983
94145,19.741,19.111
94146,18.868,18.234
94147,18.96,18.768
94148,20.752,20.04
94149,18.947,18.431
94150,20.477,20.101
94151,,19.67
94152,18.4,17.856
94153,22.346,21.228
94154,,21.027
94155,20.803,19.989
94156,17.929,17.181
94157,21.155,20.296
94158,22.623,21.087
94159,20.868,19.964
94160,21.664,20.602
94161,18.446,17.877
94162,21.482,20.617
94163,,21.803
94164,21.879,21.305
94165,,
94166,21.285,20.418
94167,21.157,20.31
94168,21.362,20.45
94169,,22.692
94170,22.222,21.467
94171,22.42,21.348
94172,22.412,21.273
94173,22.525,21.283
94174,21.26,20.415
94175,19.021,18.379
94176,20.9,20.138
94177,19.474,18.829
94178,19.728,19.063
94179,22.638,22.683
94180,21.738,20.842
94181,20.028,19.395
94182,20.3,19.67
94183,22.625,21.347
94184,20.812,20.107
94185,21.264,20.439
94186,19.249,18.725
94187,18.47,17.729
94188,,22.237
94189,17.79,16.827
94190,21.16,20.308
94191,18.6,18.08
94192,16.71,15.921
94193,21.955,20.818
94194,21.495,20.461
94195,,21.898
94196,21.366,20.123
94197,22.553,21.633
94198,21.968,21.099
94199,19.022,18.45
94200,21.216,20.57
94201,,20.259
94202,21.393,20.648
94203,20.326,19.488
94204,20.367,19.416
94205,22.012,20.484
94206,19.534,
94207,21.21,20.21
94208,20.248,19.484
94209,21.731,20.667
94210,18.916,18.427
94211,20.454,19.632
94212,,20.887
94213,18.141,17.63
94214,22.272,
94215,19.339,18.689
94216,19.714,18.916
94217,19.427,18.743
94218,20.86,19.612
94219,18.781,18.199
94220,19.443,19.005
94221,20.28,19.763
94222,20.685,19.357
94223,18.691,18.228
94224,20.204,19.332
94225,,20.432
94226,20.626,20.143
94227,20.295,19.896
94228,19.815,19.197
94229,19.054,18.357
94230,,18.827
94231,20.204,19.418
94232,19.204,18.588
94233,20.7,19.394
94234,20.218,19.361
94235,19.475,18.875
94236,21.729,20.917
94237,19.613,18.866
94238,21.739,20.727
94239,19.658,19.197
94240,20.592,19.638
94241,19.31,18.629
94242,21.775,21.285
94243,18.815,18.226
94244,19.183,18.548
94245,20.829,19.842
94246,17.645,16.916
94247,,21.682
94248,18.593,18.005
94249,19.905,19.245
94250,20.865,19.941
94251,20.847,19.993
94252,21.617,20.731
94253,19.771,19.149
94254,21.454,20.571
94255,22.699,22.191
94256,22.897,21.704
94257,,22.218
94258,20.432,19.764
94259,,
94260,22.569,21.785
94261,19.136,18.611
94262,20.813,20.078
94263,21.463,20.595
94264,20.775,20.044
94265,20.585,19.738
94266,20.971,20.069
94267,20.662,19.962
94268,23.891,22.283
94269,18.886,18.321
94270,19.553,18.87
94271,20.715,19.892
94272,19.031,18.426
94273,,22.121
94274,22.228,21.129
94275,23.157,22.069
94276,19.066,18.541
94277,20.113,19.346
94278,22.883,21.708
94279,21.461,20.772
94280,20.676,19.958
94281,21.19,20.091
94282,19.812,18.776
94283,20.623,19.619
94284,19.787,18.957
94285,17.937,17.515
94286,19.809,18.987
94287,,20.838
94288,19.359,18.838
94289,21.309,20.501
94290,17.939,17.442
94291,19.736,19.065
94292,20.282,19.284
94293,19.891,19.255
94294,21.077,20.254
94295,20.277,19.307
94296,,20.606
94297,20.638,19.419
94298,20.382,20.039
94299,19.678,18.812
94300,19.198,18.578
94301,19.163,18.682
94302,20.677,19.755
94303,,19.244
94304,20.216,19.406
94305,22.485,21.371
94306,18.08,17.467
94307,16.174,15.348
94308,19.475,18.851
94309,21.633,20.055
94310,20.755,19.824
94311,21.214,20.133
94312,22.047,20.951
94313,18.633,18.0
94314,,21.321
94315,20.744,19.83
94316,21.959,20.734
94317,,21.986
94318,21.917,20.924
94319,22.343,21.089
94320,20.687,19.894
94321,20.7,19.858
94322,18.395,17.682
94323,21.608,20.865
94324,20.488,19.616
94325,20.316,19.585
94326,18.923,18.287
94327,20.788,20.146
94328,22.554,21.798
94329,23.317,21.833
94330,17.625,16.866
94331,18.115,17.465
94332,21.153,20.381
94333,21.305,20.57
94334,18.811,18.275
94335,19.214,18.594
94336,23.968,21.941
94337,20.117,19.487
94338,22.879,21.676
94339,17.566,16.842
94340,22.44,21.21
94341,19.394,18.845
94342,22.257,21.443
94343,18.964,18.057
94344,21.416,20.498
94345,20.771,20.33
94346,19.848,19.246
94347,21.249,20.418
94348,20.451,20.031
94349,21.783,20.688
94350,22.439,21.741
94351,21.479,20.408
94352,21.648,20.829
94353,20.061,19.402
94354,22.415,20.534
94355,19.424,18.81
94356,19.258,18.631
94357,20.077,19.3
94358,19.652,18.93
94359,20.607,19.776
94360,19.094,18.437
94361,19.293,18.671
94362,20.529,19.518
94363,22.528,21.236
94364,18.624,18.025
94365,20.668,19.843
94366,21.142,19.895
94367,18.635,18.02
94368,20.9,20.128
94369,19.473,18.793
94370,20.658,19.53
94371,17.391,16.671
94372,18.639,17.975
94373,19.555,18.986
94374,21.616,20.262
94375,18.342,17.619
94376,,18.761
94377,,20.55
94378,18.275,18.151
94379,19.565,18.602
94380,16.673,15.877
94381,,20.217
94382,19.211,18.499
94383,17.923,17.219
94384,20.816,19.765
94385,20.131,19.498
94386,17.944,17.209
94387,19.617,19.137
94388,19.015,18.362
94389,19.134,18.679
94390,20.938,20.018
94391,22.274,20.949
94392,20.415,19.686
94393,22.235,21.374
94394,21.821,20.552
94395,22.481,21.284
94396,21.037,20.188
94397,20.23,19.565
94398,15.389,14.023
94399,22.828,22.383
94400,18.739,18.208
94401,19.94,18.292
94402,15.241,15.197
94403,,22.01
94404,22.957,21.803
94405,22.875,22.075
94406,15.784,14.897
94407,22.764,21.539
94408,19.332,18.724
94409,18.133,17.455
94410,20.644,19.857
94411,19.499,18.809
94412,21.94,21.142
94413,22.823,22.132
94414,20.699,20.01
94415,22.573,21.635
94416,18.738,18.186
94417,20.606,19.86
94418,19.704,19.055
94419,22.639,21.342
94420,20.74,19.905
94421,20.164,19.375
94422,22.222,21.767
94423,20.752,19.89
94424,21.225,20.273
94425,19.859,19.212
94426,16.84,16.089
94427,20.244,19.493
94428,19.614,18.987
94429,20.392,19.572
94430,20.98,20.117
94431,14.854,13.769
94432,20.67,19.65
94433,,20.777
94434,19.795,18.969
94435,18.752,18.194
94436,,
94437,19.082,18.425
94438,18.594,18.088
94439,18.945,18.35
94440,21.199,20.252
94441,19.79,19.158
94442,19.113,18.509
94443,19.243,18.483
94444,20.137,19.36
94445,18.911,18.289
94446,18.728,18.221
94447,21.528,20.694
94448,18.65,18.062
94449,20.478,19.323
94450,18.941,18.194
94451,19.327,18.651
94452,19.941,19.263
94453,22.368,21.34
94454,19.861,19.337
94455,21.772,21.038
94456,21.637,20.76
94457,21.109,20.386
94458,20.239,19.401
94459,22.892,21.45
94460,20.001,19.328
94461,19.607,18.938
94462,18.88,18.327
94463,20.622,19.803
94464,20.617,19.723
94465,23.088,21.857
94466,19.416,18.942
94467,22.52,21.809
94468,19.619,18.984
94469,21.076,20.144
94470,18.454,17.907
94471,19.1,18.548
94472,22.817,22.486
94473,21.405,20.366
94474,21.201,20.281
94475,18.147,17.454
94476,15.385,14.379
94477,22.611,22.681
94478,,21.925
94479,21.847,20.553
94480,22.555,21.501
94481,21.511,20.353
94482,20.426,19.66
94483,17.9,17.085
94484,20.958,20.213
94485,22.043,21.171
94486,20.3,19.66
94487,23.655,21.989
94488,19.578,19.005
94489,18.541,18.015
94490,19.829,19.23
94491,20.511,20.01
94492,19.711,19.058
94493,21.756,20.809
94494,19.94,19.231
94495,20.637,20.098
94496,19.562,18.92
94497,20.263,19.507
94498,20.599,19.69
94499,21.694,20.295
94500,18.749,18.249
94501,20.796,20.396
94502,17.786,16.983
94503,19.757,19.177
94504,19.186,18.437
94505,20.002,19.122
94506,20.926,20.097
94507,19.477,18.67
94508,21.222,20.296
94509,19.591,18.661
94510,19.808,19.228
94511,20.324,19.593
94512,20.53,20.061
94513,19.486,18.85
94514,,18.456
94515,18.652,18.226
94516,,20.142
94517,20.839,19.963
94518,18.468,17.948
94519,20.425,19.768
94520,21.378,19.784
94521,20.268,19.345
94522,19.932,19.386
94523,18.555,17.649
94524,20.919,19.833
94525,21.828,20.618
94526,20.806,19.791
94527,21.337,20.446
94528,21.877,20.709
94529,19.587,19.039
94530,21.511,20.529
94531,20.497,18.814
94532,22.844,21.809
94533,22.025,21.192
94534,,22.347
94535,,19.836
94536,18.105,17.379
94537,,22.327
94538,20.584,19.751
94539,20.068,19.496
94540,23.171,22.118
94541,22.44,22.351
94542,23.681,22.312
94543,18.913,18.432
94544,21.909,20.729
94545,17.81,17.077
94546,20.455,19.748
94547,19.201,18.638
94548,,22.383
94549,20.161,19.613
94550,21.28,20.543
94551,18.211,17.626
94552,19.527,18.874
94553,20.768,19.774
94554,22.424,21.367
94555,,21.419
94556,,21.342
94557,20.13,19.333
94558,16.769,15.827
94559,19.787,19.235
94560,20.005,19.181
94561,20.35,19.465
94562,21.321,20.665
94563,19.39,18.46
94564,20.714,19.848
94565,17.904,17.385
94566,20.195,19.277
94567,18.799,18.171
94568,18.124,17.463
94569,19.217,18.647
94570,19.026,18.385
94571,18.826,18.323
94572,19.483,18.698
94573,19.566,18.948
94574,20.198,19.276
94575,19.876,19.302
94576,19.027,18.418
94577,19.907,18.822
94578,22.209,20.837
94579,18.394,17.769
94580,,21.676
94581,20.027,19.687
94582,21.635,20.223
94583,18.792,18.212
94584,21.607,20.639
94585,20.236,19.532
94586,20.034,19.104
94587,19.354,18.774
94588,,21.778
94589,,21.645
94590,21.734,20.691
94591,21.072,20.09
94592,17.151,16.288
94593,19.85,19.228
94594,20.688,19.94
94595,20.017,19.321
94596,19.193,18.648
94597,23.294,21.598
94598,19.796,19.12
94599,21.203,20.46
94600,22.722,21.47
94601,18.953,18.413
94602,21.893,21.166
94603,21.039,20.105
94604,21.342,20.419
94605,21.973,20.862
94606,20.5,19.794
94607,22.864,21.601
94608,19.757,19.141
94609,,22.373
94610,23.504,22.145
94611,20.478,19.772
94612,,22.696
94613,20.542,19.733
94614,21.257,20.268
94615,21.648,20.988
94616,19.472,18.876
94617,19.214,18.568
94618,19.216,18.656
94619,19.189,18.64
94620,20.673,19.933
94621,20.574,19.735
94622,20.222,19.477
94623,19.285,18.798
94624,21.042,20.379
94625,18.418,17.876
94626,21.705,21.293
94627,19.085,18.454
94628,20.806,20.059
94629,19.051,18.555
94630,19.568,18.937
94631,20.824,19.566
94632,19.356,18.637
94633,20.55,19.775
94634,21.553,20.845
94635,19.489,18.984
94636,20.839,20.194
94637,18.652,18.025
94638,17.811,17.47
94639,20.623,20.066
94640,17.613,17.077
94641,20.469,19.992
94642,20.364,19.687
94643,19.331,18.48
94644,14.722,13.742
94645,18.133,17.651
94646,20.931,19.765
94647,19.448,18.837
94648,21.354,20.239
94649,20.918,20.625
94650,19.627,18.792
94651,20.111,19.29
94652,19.247,18.603
94653,21.414,20.381
94654,20.584,
94655,20.345,19.411
94656,,21.686
94657,21.147,19.928
94658,21.098,20.331
94659,17.821,17.114
94660,21.488,21.083
94661,19.068,18.38
94662,22.092,20.789
94663,21.411,20.625
94664,,22.371
94665,21.485,20.497
94666,21.121,20.275
94667,18.96,18.416
94668,20.297,19.517
94669,,22.997
94670,,22.262
94671,16.486,15.482
94672,20.539,19.61
94673,19.532,18.895
94674,20.705,19.931
94675,20.973,20.1
94676,21.895,20.947
94677,19.751,19.103
94678,21.106,20.53
94679,21.405,20.511
94680,18.144,17.566
94681,20.693,19.928
94682,19.745,19.215
94683,18.709,18.111
94684,22.76,21.552
94685,23.093,21.92
94686,20.64,20.243
94687,20.663,20.158
94688,20.126,19.431
94689,21.078,20.14
94690,21.077,20.211
94691,19.776,19.236
94692,20.721,19.867
94693,20.584,20.011
94694,20.378,19.84
94695,20.983,20.186
94696,21.02,20.515
94697,,21.272
94698,19.243,18.564
94699,15.362,14.415
94700,20.397,19.572
94701,19.819,18.967
94702,18.345,17.773
94703,20.963,19.99
94704,19.857,19.117
94705,20.175,19.569
94706,16.893,16.122
94707,19.117,18.776
94708,,20.441
94709,19.653,19.072
94710,20.984,20.362
94711,20.393,19.38
94712,19.512,18.731
94713,20.041,19.369
94714,20.338,19.742
94715,20.524,19.764
94716,21.401,20.557
94717,20.073,19.25
94718,19.909,19.082
94719,,21.731
94720,21.168,20.614
94721,18.99,18.428
94722,21.003,20.111
94723,22.114,20.34
94724,22.389,21.292
94725,19.341,18.828
94726,22.787,21.586
94727,,21.789
94728,19.565,18.944
94729,20.715,19.963
94730,19.153,18.255
94731,19.947,19.322
94732,22.778,21.409
94733,21.102,20.166
94734,,22.657
94735,,21.515
94736,19.653,19.104
94737,20.523,19.895
94738,20.085,19.422
94739,21.491,20.848
94740,22.462,22.124
94741,19.141,18.598
94742,20.242,19.605
94743,19.926,19.282
94744,22.51,21.041
94745,18.072,17.351
94746,23.007,21.751
94747,19.502,18.944
94748,18.805,18.271
94749,19.653,19.087
94750,19.99,19.265
94751,22.008,20.493
94752,18.202,17.576
94753,20.367,19.668
94754,20.935,19.89
94755,22.867,21.8
94756,20.645,19.981
94757,22.228,21.564
94758,21.739,20.444
94759,20.463,19.74
94760,18.62,18.207
94761,19.285,18.721
94762,,21.219
94763,19.147,18.478
94764,18.949,18.313
94765,20.102,19.26
94766,19.479,18.699
94767,21.088,20.472
94768,19.276,18.634
94769,19.175,18.646
94770,20.789,20.175
94771,18.188,17.637
94772,19.231,18.895
94773,20.331,19.66
94774,19.983,19.035
94775,19.861,19.194
94776,18.714,17.981
94777,20.846,19.912
94778,20.105,19.282
94779,19.51,18.685
94780,20.636,19.985
94781,18.817,18.137
94782,18.915,18.308
94783,21.159,20.326
94784,18.205,17.484
94785,19.82,18.965
94786,19.844,19.132
94787,18.374,17.719
94788,18.911,18.306
94789,19.003,18.361
94790,20.257,19.267
94791,19.592,19.07
94792,21.711,19.516
94793,20.079,19.316
94794,21.288,20.458
94795,21.88,21.125
94796,21.611,20.706
94797,21.787,21.097
94798,21.435,20.23
94799,18.951,18.34
94800,,20.057
94801,18.394,17.902
94802,,22.034
94803,15.471,14.409
94804,20.773,19.937
94805,20.63,19.676
94806,21.319,20.529
94807,18.949,18.607
94808,22.37,21.429
94809,21.713,20.725
94810,22.24,21.394
94811,22.529,21.514
94812,21.385,20.459
94813,20.469,19.784
94814,22.494,21.603
94815,21.543,20.592
94816,19.491,18.922
94817,15.033,14.916
94818,21.861,21.536
94819,19.747,19.09
94820,19.096,18.508
94821,22.669,21.046
94822,23.501,21.817
94823,21.838,20.897
94824,19.01,18.443
94825,21.46,19.695
94826,21.98,20.825
94827,22.132,20.951
94828,19.75,19.306
94829,22.99,21.602
94830,18.603,18.075
94831,18.167,17.638
94832,21.556,21.19
94833,22.342,21.269
94834,21.413,20.619
94835,14.409,13.523
94836,16.99,16.248
94837,21.449,20.748
94838,21.828,20.777
94839,20.574,19.783
94840,19.924,19.277
94841,20.703,19.99
94842,18.232,17.665
94843,21.219,20.404
94844,22.376,20.941
94845,22.02,21.279
94846,21.971,21.113
94847,,20.29
94848,21.36,20.615
94849,21.274,20.496
94850,17.996,17.372
94851,21.944,21.465
94852,21.017,20.246
94853,18.241,17.499
94854,20.884,20.118
94855,21.001,20.437
94856,20.361,19.63
94857,17.938,17.468
94858,19.068,18.411
94859,18.486,17.821
94860,20.502,19.595
94861,19.79,18.604
94862,20.123,19.546
94863,18.542,17.983
94864,20.682,20.127
94865,18.864,18.239
94866,19.548,18.805
94867,,20.116
94868,,19.343
94869,19.879,19.033
94870,19.391,18.807
94871,20.758,19.807
94872,18.496,17.746
94873,20.048,19.389
94874,19.844,19.072
94875,18.378,17.741
94876,20.963,20.195
94877,19.271,18.716
94878,18.974,18.383
94879,20.968,20.114
94880,19.439,18.884
94881,19.979,19.282
94882,22.537,21.796
94883,18.983,18.417
94884,20.255,19.521
94885,20.615,19.911
94886,20.428,19.566
94887,,20.736
94888,22.492,21.447
94889,15.057,14.969
94890,20.695,19.884
94891,19.216,18.664
94892,23.228,21.369
94893,,22.265
94894,22.335,21.041
94895,20.335,19.685
94896,21.167,20.542
94897,18.962,18.444
94898,21.977,21.124
94899,18.383,17.786
94900,21.739,20.806
94901,22.784,21.994
94902,23.762,21.977
94903,22.553,21.233
94904,,22.359
94905,20.821,20.126
94906,22.964,21.289
94907,20.589,19.96
94908,21.533,20.768
94909,19.588,18.915
94910,23.403,21.575
94911,19.458,18.85
94912,18.967,18.352
94913,18.97,18.447
94914,21.672,20.74
94915,19.947,19.384
94916,18.205,17.722
94917,19.576,
94918,19.635,18.844
94919,19.948,19.22
94920,20.174,19.293
94921,19.419,18.87
94922,18.709,18.075
94923,18.794,18.218
94924,18.965,18.458
94925,20.757,19.806
94926,18.153,17.422
94927,17.852,17.139
94928,20.622,20.11
94929,19.167,18.637
94930,19.362,18.642
94931,20.219,19.468
94932,19.874,19.203
94933,19.06,18.445
94934,19.484,18.822
94935,18.417,17.807
94936,19.377,18.814
94937,20.081,19.288
94938,20.151,19.489
94939,19.221,18.525
94940,18.963,18.422
94941,19.675,18.77
94942,19.978,19.036
94943,20.444,19.487
94944,20.31,19.697
94945,20.311,19.613
94946,19.039,18.527
94947,,20.992
94948,20.112,19.395
94949,19.073,18.558
94950,20.747,19.737
94951,20.263,19.594
94952,19.499,18.94
94953,20.487,19.705
94954,19.497,18.977
94955,20.776,20.051
94956,20.769,19.892
94957,20.259,19.59
94958,,21.088
94959,19.17,18.604
94960,20.685,20.133
94961,21.567,20.793
94962,22.61,21.551
94963,22.958,22.457
94964,21.511,20.636
94965,21.021,20.108
94966,20.514,19.575
94967,18.548,18.003
94968,21.403,20.548
94969,22.109,20.97
94970,19.213,18.649
94971,22.373,21.458
94972,21.786,20.874
94973,22.362,
94974,21.503,20.638
94975,21.729,20.751
94976,20.638,19.973
94977,19.827,19.242
94978,18.695,18.177
94979,22.359,21.674
94980,20.78,19.984
94981,19.697,19.122
94982,18.702,18.053
94983,18.592,18.019
94984,,21.994
94985,22.098,20.52
94986,21.124,20.462
94987,20.683,20.185
94988,20.447,19.559
94989,18.588,18.051
94990,,21.107
94991,19.575,19.117
94992,18.876,18.287
94993,19.55,18.975
94994,18.441,18.014
94995,18.035,17.313
94996,19.308,20.031
94997,20.386,19.688
94998,18.098,17.582
94999,18.187,17.572
95000,20.665,19.741
95001,,20.072
95002,20.503,19.609
95003,18.92,18.361
95004,,19.134
95005,17.903,17.352
95006,18.16,17.42
95007,21.903,21.266
95008,21.182,20.136
95009,19.51,18.863
95010,20.613,19.659
95011,19.999,19.261
95012,19.127,18.567
95013,19.335,18.708
95014,20.111,19.437
95015,20.47,19.823
95016,20.784,19.842
95017,18.239,17.598
95018,19.94,19.246
95019,,21.751
95020,22.926,21.415
95021,19.645,19.143
95022,16.277,15.468
95023,18.553,18.006
95024,20.904,20.167
95025,20.99,20.168
95026,19.092,18.303
95027,,22.659
95028,19.734,19.123
95029,21.125,20.272
95030,,19.857
95031,19.302,18.745
95032,20.344,19.576
95033,21.394,20.544
95034,22.623,22.409
95035,19.169,18.661
95036,20.109,19.486
95037,18.335,17.596
95038,20.826,20.047
95039,,22.169
95040,15.489,15.559
95041,22.808,21.364
95042,18.178,17.584
95043,19.52,18.893
95044,20.845,20.099
95045,19.371,18.812
95046,20.438,19.878
95047,20.934,20.178
95048,17.963,17.351
95049,21.565,20.844
95050,18.698,18.107
95051,20.138,19.221
95052,19.547,18.786
95053,20.04,19.17
95054,19.888,19.243
95055,19.026,18.353
95056,18.348,17.735
95057,19.823,19.067
95058,18.88,18.362
95059,20.091,19.27
95060,20.557,19.964
95061,18.899,18.46
95062,21.842,20.023
95063,20.275,19.572
95064,19.562,19.013
95065,20.494,19.794
95066,,20.552
95067,19.508,19.076
95068,20.388,19.604
95069,18.922,18.315
95070,18.382,17.817
95071,19.07,18.594
95072,19.153,18.414
95073,18.098,17.363
95074,,20.991
95075,21.146,20.122
95076,18.263,17.795
95077,22.281,21.276
95078,21.182,20.53
95079,21.984,20.976
95080,21.202,20.424
95081,20.402,19.387
95082,19.084,18.572
95083,19.214,18.557
95084,19.933,19.242
95085,19.678,18.962
95086,19.661,19.044
95087,21.188,20.277
95088,19.052,18.466
95089,21.481,20.411
95090,,22.452
95091,21.135,20.369
95092,20.835,19.981
95093,20.49,19.698
95094,20.256,19.64
95095,22.967,21.935
95096,21.423,20.356
95097,19.458,18.898
95098,23.123,22.03
95099,22.711,21.542
95100,20.777,19.926
95101,18.192,17.44
95102,18.811,18.297
95103,22.215,21.136
95104,22.412,21.449
95105,22.865,21.687
95106,21.837,20.901
95107,,19.807
95108,21.929,20.979
95109,21.391,20.461
95110,21.334,20.561
95111,21.69,20.878
95112,21.426,20.464
95113,21.272,20.352
95114,20.592,19.935
95115,21.911,21.06
95116,,21.319
95117,20.993,20.204
95118,19.392,18.741
95119,22.27,21.055
