,B,V
15474,19.068,18.516
15475,20.615,19.897
15476,18.249,17.519
15477,,22.463
15478,20.824,20.052
15479,21.16,20.42
15480,19.908,19.255
15481,19.435,18.863
15482,23.126,22.4
15483,21.749,20.826
15484,20.839,20.142
15485,20.007,19.419
15486,20.584,19.859
15487,20.122,19.454
15488,21.012,20.224
15489,20.583,19.854
15490,20.704,19.991
15491,,22.416
15492,20.454,19.647
15493,22.045,21.103
15494,20.986,20.282
15495,21.195,20.467
15496,22.986,21.823
15497,20.435,19.792
15498,,22.572
15499,22.229,21.626
15500,21.615,20.733
15501,22.48,21.555
15502,22.882,21.648
15503,21.305,20.612
15504,21.571,20.704
15505,19.558,18.998
15506,23.677,21.87
15507,20.555,19.774
15508,17.81,17.084
15509,21.531,20.569
15510,19.892,19.252
15511,21.409,20.591
15512,20.934,20.228
15513,22.781,21.561
15514,22.601,21.745
15515,21.595,20.716
15516,18.872,18.256
15517,22.717,21.47
15518,22.965,21.58
15519,22.375,21.252
15520,20.524,19.809
15521,22.611,21.641
15522,22.214,21.391
15523,19.755,19.125
15524,22.153,21.225
15525,19.758,19.184
15526,21.455,
15527,23.004,21.962
15528,,22.561
15529,22.031,20.844
15530,21.657,20.827
15531,19.026,18.425
15532,21.223,20.522
15533,20.537,19.859
15534,22.778,22.121
15535,21.517,20.462
15536,19.452,18.821
15537,17.459,16.618
15538,19.339,18.778
15539,19.936,19.44
15540,,22.637
15541,22.877,22.077
15542,22.644,21.567
15543,20.428,19.821
15544,18.845,18.341
15545,15.485,14.303
15546,22.692,21.534
15547,,22.569
15548,,22.258
15549,23.871,22.665
15550,18.3,17.517
15551,21.719,21.131
15552,23.515,22.427
15553,23.3,21.968
15554,19.015,18.455
15555,21.199,20.279
15556,20.823,20.145
15557,19.232,18.682
15558,23.003,21.618
15559,22.507,21.34
15560,22.131,21.303
15561,22.195,21.226
15562,20.461,19.646
15563,21.928,21.172
15564,22.257,21.548
15565,19.415,18.819
15566,18.572,18.011
15567,19.061,18.556
15568,20.94,20.198
15569,20.765,20.385
15570,23.655,21.644
15571,22.58,21.097
15572,,21.983
15573,,22.24
15574,22.685,21.641
15575,20.716,19.962
15576,22.317,21.277
15577,19.87,19.187
15578,20.894,20.178
15579,22.961,22.118
15580,22.778,21.924
15581,19.551,18.975
15582,23.09,22.04
15583,21.75,21.214
15584,21.426,20.628
15585,21.598,20.804
15586,21.351,20.665
15587,20.406,19.783
15588,21.971,20.806
15589,18.744,17.944
15590,20.497,19.721
15591,20.946,20.144
15592,22.504,21.33
15593,19.912,19.286
15594,18.264,17.56
15595,22.524,21.084
15596,19.974,19.251
15597,21.041,20.24
15598,19.838,19.258
15599,21.485,20.533
15600,20.911,20.105
15601,17.072,16.287
15602,22.464,21.426
15603,22.33,21.375
15604,23.401,21.704
15605,16.438,15.619
15606,23.363,22.059
15607,22.666,21.593
15608,21.626,20.725
15609,21.465,20.522
15610,15.545,15.539
15611,19.706,19.14
15612,23.213,22.346
15613,20.918,19.319
15614,19.61,19.047
15615,21.509,20.503
15616,19.469,18.814
15617,19.885,19.162
15618,22.281,21.346
15619,,22.289
15620,17.898,16.915
15621,20.242,19.559
15622,23.706,21.989
15623,19.91,19.202
15624,18.516,17.813
15625,21.549,20.613
15626,,21.483
15627,22.563,21.96
15628,21.055,20.296
15629,18.852,18.025
15630,20.991,20.167
15631,23.216,21.844
15632,20.888,20.164
15633,21.636,20.882
15634,21.498,20.757
15635,19.348,18.759
15636,21.637,20.73
15637,21.371,20.466
15638,22.574,21.217
15639,,20.406
15640,21.76,20.789
15641,21.11,20.385
15642,20.199,19.498
15643,20.516,19.801
15644,19.001,18.435
15645,20.546,19.89
15646,20.045,19.371
15647,19.446,18.709
15648,19.987,19.366
15649,22.668,21.234
15650,23.412,21.676
15651,22.598,22.048
15652,19.907,19.255
15653,21.289,20.44
15654,21.548,20.747
15655,20.06,19.504
15656,,22.647
15657,22.602,21.398
15658,23.505,21.944
15659,19.245,18.628
15660,23.296,21.882
15661,21.465,20.925
15662,18.741,17.955
15663,20.077,19.347
15664,22.301,21.062
15665,22.896,22.296
15666,20.888,20.205
15667,22.85,21.456
15668,21.631,20.711
15669,14.666,14.511
15670,23.518,22.317
15671,18.871,18.305
15672,20.406,19.745
15673,23.841,22.196
15674,21.776,
15675,19.724,19.153
15676,21.431,20.671
15677,23.094,22.072
15678,20.485,19.821
15679,20.705,19.963
15680,20.269,19.562
15681,22.464,21.49
15682,18.009,17.317
15683,19.572,18.61
15684,22.745,21.555
15685,22.494,21.646
15686,20.921,20.133
15687,21.926,20.978
15688,20.32,19.679
15689,22.331,21.408
15690,21.944,21.047
15691,,22.756
15692,20.613,19.372
15693,21.429,20.437
15694,23.106,22.094
15695,20.987,20.326
15696,22.301,21.207
15697,22.056,21.609
15698,20.885,20.154
15699,,
15700,,22.083
15701,22.904,21.67
15702,22.441,21.181
15703,20.7,20.03
15704,23.204,21.646
15705,20.158,19.492
15706,22.648,21.839
15707,14.626,13.734
15708,21.183,20.472
15709,16.455,15.636
15710,19.657,19.022
15711,22.202,21.199
15712,20.074,19.46
15713,22.528,21.382
15714,19.383,18.745
15715,20.05,19.399
15716,18.216,17.58
15717,19.187,18.651
15718,20.102,19.475
15719,20.335,19.611
15720,22.575,21.036
15721,19.875,19.253
15722,,21.983
15723,18.345,17.758
15724,19.569,19.053
15725,22.323,21.507
15726,18.614,17.487
15727,20.74,19.933
15728,22.022,20.892
15729,21.121,20.361
15730,21.429,20.56
15731,20.489,19.702
15732,20.797,19.982
15733,22.725,21.224
15734,20.943,20.156
15735,19.723,19.108
15736,17.975,17.182
15737,20.98,20.249
15738,18.289,17.749
15739,19.622,19.037
15740,21.316,20.522
15741,19.553,18.964
15742,20.307,19.588
15743,22.235,21.361
15744,21.752,20.932
15745,20.48,19.841
15746,20.891,20.093
15747,22.368,21.158
15748,21.477,20.616
15749,19.115,18.549
15750,18.072,17.348
15751,19.896,19.278
15752,,22.567
15753,21.898,21.126
15754,21.947,21.143
15755,20.891,20.205
15756,23.744,
15757,23.204,22.115
15758,22.222,21.049
15759,20.526,19.812
15760,18.735,18.2
15761,20.905,20.111
15762,22.939,21.835
15763,20.992,20.249
15764,20.883,20.096
15765,19.18,18.666
15766,19.691,19.166
15767,22.796,21.712
15768,20.715,20.046
15769,19.224,18.685
15770,21.627,21.391
15771,22.118,21.053
15772,21.055,20.334
15773,21.983,21.594
15774,21.402,20.612
15775,18.37,17.766
15776,21.736,20.783
15777,22.129,21.204
15778,19.386,18.802
15779,20.357,19.717
15780,22.396,21.338
15781,20.301,19.65
15782,18.495,17.95
15783,20.934,20.108
15784,19.036,18.464
15785,21.512,20.831
15786,20.455,19.895
15787,21.003,20.093
15788,19.522,18.94
15789,20.741,20.024
15790,20.744,19.975
15791,,22.24
15792,19.174,18.631
15793,19.658,19.107
15794,17.268,16.518
15795,18.792,18.275
15796,22.578,21.293
15797,22.28,21.299
15798,22.122,21.049
15799,19.445,18.867
15800,,22.197
15801,21.978,20.86
15802,21.99,20.095
15803,21.381,20.434
15804,21.971,21.188
15805,22.114,21.021
15806,22.834,21.633
15807,19.266,18.692
15808,22.062,21.084
15809,22.248,21.229
15810,19.529,18.982
15811,21.485,20.737
15812,18.491,17.927
15813,23.386,21.817
15814,22.057,21.175
15815,19.479,18.912
15816,21.295,20.268
15817,20.127,19.534
15818,23.209,21.86
15819,19.154,18.639
15820,22.805,21.733
15821,21.004,20.201
15822,21.68,20.83
15823,21.392,20.545
15824,21.964,21.219
15825,22.535,21.317
15826,21.51,20.787
15827,20.77,19.841
15828,23.194,22.334
15829,21.249,20.325
15830,20.558,19.903
15831,18.731,18.185
15832,19.166,18.619
15833,21.348,20.595
15834,22.505,21.45
15835,,22.153
15836,20.352,19.62
15837,21.224,20.365
15838,21.034,20.327
15839,21.622,20.72
15840,20.445,19.792
15841,22.187,21.523
15842,18.685,18.274
15843,18.214,16.869
15844,21.264,20.469
15845,20.868,20.154
15846,21.098,20.336
15847,22.891,22.093
15848,18.811,18.297
15849,20.723,19.935
15850,20.891,20.143
15851,21.426,20.607
15852,19.378,18.841
15853,20.447,19.723
15854,23.126,22.128
15855,19.235,18.59
15856,19.229,18.643
15857,21.482,20.11
15858,20.972,20.245
15859,20.149,19.312
15860,19.541,18.975
15861,21.973,20.924
15862,19.088,18.551
15863,20.088,19.426
15864,20.174,19.547
15865,20.26,18.837
15866,21.909,20.981
15867,21.068,20.354
15868,20.484,19.79
15869,18.827,18.328
15870,20.134,19.472
15871,21.406,20.741
15872,22.526,21.804
15873,22.874,21.268
15874,22.938,21.63
15875,19.24,18.629
15876,18.989,18.079
15877,22.99,21.859
15878,22.694,21.776
15879,18.871,18.288
15880,18.488,17.835
15881,21.821,20.941
15882,19.989,19.361
15883,22.785,21.332
15884,20.034,19.004
15885,23.451,21.862
15886,17.564,16.8
15887,21.463,20.564
15888,21.734,21.103
15889,22.789,21.693
15890,19.546,19.019
15891,22.608,21.44
15892,21.098,20.267
15893,,22.094
15894,21.735,20.827
15895,,22.565
15896,21.915,21.086
15897,20.168,19.546
15898,22.765,21.627
15899,20.361,19.674
15900,21.652,20.623
15901,22.729,21.409
15902,19.759,19.1
15903,18.508,17.892
15904,20.114,19.472
15905,22.457,20.493
15906,22.169,21.098
15907,21.837,20.885
15908,20.669,19.979
15909,20.427,19.713
15910,19.918,19.365
15911,19.606,19.022
15912,21.128,20.348
15913,21.718,20.749
15914,22.058,21.078
15915,19.476,18.846
15916,,22.364
15917,,21.917
15918,22.651,22.04
15919,22.155,21.574
15920,18.863,18.113
15921,20.076,19.244
15922,21.367,20.431
15923,21.2,20.424
15924,19.977,19.291
15925,22.211,21.128
15926,19.425,18.851
15927,21.183,20.371
15928,21.024,20.173
15929,22.022,20.905
15930,18.507,17.985
15931,23.822,22.058
15932,22.822,21.361
15933,23.074,21.839
15934,19.391,18.828
15935,22.872,22.096
15936,21.961,20.979
15937,22.755,21.553
15938,22.82,22.169
15939,23.018,21.785
15940,20.98,20.16
15941,22.801,21.533
15942,23.06,21.846
15943,16.431,15.574
15944,20.69,20.03
15945,20.697,19.992
15946,22.312,22.003
15947,21.715,20.918
15948,21.601,20.625
15949,21.981,21.275
15950,21.848,21.321
15951,20.933,20.2
15952,22.07,21.02
15953,20.713,19.941
15954,24.373,22.49
15955,20.94,20.105
15956,21.655,20.574
15957,16.695,15.876
15958,21.212,20.274
15959,21.189,20.357
15960,21.75,20.727
15961,22.609,21.615
15962,23.394,21.977
15963,,21.336
15964,19.989,19.354
15965,18.452,17.684
15966,22.431,21.551
15967,18.88,18.37
15968,19.145,18.602
15969,21.318,20.628
15970,21.919,21.135
15971,18.604,18.087
15972,23.614,21.618
15973,23.061,21.571
15974,18.415,17.896
15975,21.164,20.28
15976,19.678,18.845
15977,20.973,20.152
15978,21.059,20.24
15979,21.245,20.567
15980,20.584,19.862
15981,22.764,21.706
15982,19.393,18.864
15983,23.604,21.95
15984,20.094,19.449
15985,15.437,15.421
15986,23.043,21.695
15987,23.241,21.951
15988,21.423,20.553
15989,,22.168
15990,,22.538
15991,22.594,21.143
15992,18.813,18.249
15993,13.229,11.77
15994,19.208,18.554
15995,23.28,21.64
15996,21.677,20.773
15997,21.704,20.965
15998,17.435,16.702
15999,21.373,20.482
16000,22.779,21.926
16001,23.168,22.084
16002,22.566,21.386
16003,19.319,18.779
16004,20.686,19.969
16005,20.442,19.761
16006,20.179,19.51
16007,21.217,20.189
16008,19.163,18.587
16009,22.521,21.163
16010,22.924,21.804
16011,22.221,21.035
16012,20.816,20.125
16013,22.884,21.414
16014,20.061,19.456
16015,22.456,21.414
16016,23.179,22.11
16017,19.397,18.768
16018,21.276,20.36
16019,22.893,21.66
16020,19.006,18.422
16021,21.144,20.39
16022,20.769,20.083
16023,22.326,21.735
16024,22.618,21.664
16025,18.177,17.626
16026,,22.094
16027,18.939,18.276
16028,17.43,16.678
16029,,22.108
16030,18.353,17.748
16031,20.544,19.781
16032,23.038,22.446
16033,22.701,21.477
16034,23.165,21.992
16035,21.207,20.491
16036,21.705,19.942
16037,20.595,19.921
16038,21.551,20.789
16039,21.343,20.569
16040,20.764,20.091
16041,22.163,20.79
16042,21.699,20.856
16043,23.019,22.333
16044,22.128,21.126
16045,21.7,20.892
16046,23.647,22.157
16047,20.887,20.135
16048,22.004,20.879
16049,,21.503
16050,18.752,17.53
16051,17.77,17.008
16052,18.632,18.133
16053,21.606,20.679
16054,19.901,19.215
16055,21.268,20.527
16056,22.256,21.802
16057,19.645,19.094
16058,21.684,20.878
16059,18.879,18.323
16060,18.555,17.843
16061,18.71,18.201
16062,21.112,20.422
16063,21.34,20.512
16064,20.924,20.208
16065,21.314,20.454
16066,20.622,20.053
16067,,22.272
16068,20.785,20.017
16069,21.843,20.67
16070,22.785,22.669
16071,20.177,19.372
16072,20.618,19.6
16073,22.297,21.22
16074,21.608,20.734
16075,20.514,19.828
16076,21.356,20.566
16077,21.346,20.464
16078,,22.456
16079,20.427,19.825
16080,20.798,20.119
16081,19.645,19.024
16082,,21.9
16083,21.21,20.359
16084,20.833,20.089
16085,18.967,18.086
16086,22.34,21.317
16087,20.767,20.072
16088,22.389,21.384
16089,22.949,21.585
16090,22.609,21.776
16091,18.796,18.252
16092,22.658,21.532
16093,19.172,18.542
16094,21.86,20.967
16095,20.454,19.69
16096,19.255,18.638
16097,22.618,21.718
16098,18.44,17.84
16099,18.696,18.186
16100,21.017,20.235
16101,21.469,20.648
16102,21.413,20.623
16103,19.204,18.653
16104,19.212,18.663
16105,23.051,22.16
16106,20.728,20.008
16107,20.436,19.633
16108,19.226,18.643
16109,22.67,21.082
16110,20.638,19.866
16111,22.208,21.118
16112,21.857,20.673
16113,22.997,21.945
16114,22.736,22.292
16115,21.031,20.335
16116,19.105,18.648
16117,21.899,20.952
16118,22.148,21.087
16119,20.997,20.366
16120,20.214,19.529
16121,21.295,20.467
16122,19.241,18.682
16123,19.418,18.902
16124,22.972,21.321
16125,22.905,21.892
16126,20.02,19.425
16127,19.676,19.061
16128,21.011,20.233
16129,20.792,19.801
16130,21.454,20.578
16131,22.291,21.17
16132,23.003,21.722
16133,18.399,17.758
16134,20.147,19.409
16135,21.501,20.495
16136,20.297,19.639
16137,18.936,18.369
16138,22.867,21.998
16139,21.42,20.628
16140,20.754,20.041
16141,22.484,21.97
16142,20.307,19.635
16143,22.645,21.281
16144,22.086,21.161
16145,18.57,17.319
16146,21.554,20.694
16147,21.287,20.345
16148,20.54,19.891
16149,22.93,21.657
16150,18.928,18.46
16151,21.014,20.343
16152,22.161,21.068
16153,20.376,19.74
16154,20.645,19.948
16155,17.017,16.024
16156,19.595,19.005
16157,19.925,19.285
16158,21.954,20.966
16159,22.639,21.787
16160,20.495,19.781
16161,20.799,20.119
16162,21.85,21.015
16163,21.387,20.553
16164,,22.318
16165,21.527,20.402
16166,19.156,18.647
16167,20.29,19.576
16168,21.945,21.274
16169,22.222,21.308
16170,20.388,19.684
16171,21.629,21.016
16172,21.762,20.776
16173,21.926,20.834
16174,14.932,15.026
16175,22.888,
16176,16.387,15.415
16177,23.196,21.829
16178,20.707,19.778
16179,23.962,22.266
16180,22.282,21.211
16181,19.991,19.062
16182,18.98,18.396
16183,22.809,21.793
16184,19.582,18.969
16185,20.563,19.87
16186,19.343,18.784
16187,15.995,15.159
16188,22.492,21.484
16189,18.371,17.854
16190,20.22,19.002
16191,19.87,18.433
16192,19.276,18.714
16193,22.359,21.113
16194,20.994,20.26
16195,21.18,20.336
16196,21.265,20.408
16197,19.953,19.263
16198,20.102,19.494
16199,24.047,22.234
16200,19.253,18.67
16201,20.444,19.753
16202,19.986,19.352
16203,23.03,21.604
16204,22.271,21.239
16205,21.779,20.864
16206,22.058,21.224
16207,19.803,19.102
16208,16.873,15.908
16209,22.543,21.485
16210,20.549,19.762
16211,16.963,16.24
16212,20.396,19.72
16213,16.317,15.466
16214,20.005,19.393
16215,17.525,16.844
16216,23.288,22.253
16217,18.366,17.658
16218,22.61,21.33
16219,22.456,21.651
16220,22.289,21.151
16221,20.878,20.147
16222,19.784,19.177
16223,19.78,19.096
16224,22.519,21.811
16225,22.825,21.704
16226,22.018,21.272
16227,22.699,21.793
16228,21.924,21.099
16229,22.845,21.66
16230,18.303,17.619
16231,18.807,18.185
16232,19.697,19.071
16233,21.515,20.829
16234,22.406,21.338
16235,20.713,19.981
16236,22.17,21.211
16237,23.001,21.862
16238,21.842,20.916
16239,19.998,19.334
16240,20.939,20.227
16241,,22.517
16242,21.753,20.428
16243,21.962,21.156
16244,,22.307
16245,22.854,21.589
16246,19.103,18.562
16247,19.835,18.856
16248,21.041,20.305
16249,22.795,22.236
16250,20.027,19.428
16251,21.293,20.438
16252,18.118,17.174
16253,21.133,20.43
16254,20.214,19.597
16255,22.163,21.284
16256,20.18,19.569
16257,19.02,18.426
16258,21.043,20.359
16259,22.649,21.062
16260,22.999,21.532
16261,21.645,20.732
16262,19.897,19.254
16263,,22.285
16264,21.925,21.134
16265,20.328,19.786
16266,21.45,20.494
16267,20.799,20.097
16268,22.295,21.114
16269,21.176,20.431
16270,22.658,21.476
16271,21.393,20.386
16272,21.483,20.609
16273,19.17,18.605
16274,18.618,18.036
16275,22.552,22.128
16276,18.908,18.349
16277,21.028,20.348
16278,18.989,18.426
16279,21.734,20.846
16280,21.131,20.854
16281,18.551,18.019
16282,22.738,22.387
16283,21.12,20.306
16284,21.411,20.484
16285,21.677,20.937
16286,21.819,20.585
16287,19.749,19.187
16288,19.387,18.83
16289,21.779,20.861
16290,22.693,21.252
16291,22.923,21.64
16292,22.32,21.447
16293,21.214,20.317
16294,22.114,20.897
16295,22.547,21.392
16296,22.429,21.608
16297,23.506,21.962
16298,21.906,21.441
16299,23.05,21.97
16300,22.325,21.144
16301,20.376,19.788
16302,22.819,21.819
16303,21.843,20.738
16304,17.269,16.445
16305,19.556,18.997
16306,21.798,20.793
16307,21.585,20.668
16308,22.177,21.085
16309,21.133,20.216
16310,19.178,18.649
16311,22.042,20.56
16312,22.318,21.312
16313,21.113,20.371
16314,20.614,19.851
16315,22.254,21.216
16316,18.283,17.409
16317,20.174,19.506
16318,22.35,21.478
16319,,22.674
16320,18.791,18.199
16321,19.715,19.132
16322,18.786,18.263
16323,21.608,21.175
16324,21.435,20.608
16325,21.388,20.372
16326,21.232,20.327
16327,,22.208
16328,21.818,20.984
16329,19.699,19.133
16330,18.915,18.394
16331,21.508,20.601
16332,20.371,19.653
16333,22.717,21.838
16334,20.778,20.072
16335,19.895,19.223
16336,21.629,20.491
16337,21.93,21.076
16338,20.363,19.744
16339,19.009,18.455
16340,21.974,21.05
16341,21.009,20.275
16342,23.507,21.716
16343,20.729,20.122
16344,21.587,20.75
16345,21.487,20.622
16346,21.14,20.394
16347,20.849,20.257
16348,22.429,21.315
16349,20.858,20.035
16350,21.129,20.217
16351,19.36,18.74
16352,22.196,21.331
16353,20.491,19.877
16354,19.257,18.668
16355,,22.306
16356,20.295,19.698
16357,19.151,18.557
16358,21.082,20.272
16359,18.267,17.662
16360,21.749,20.56
16361,21.492,20.638
16362,22.711,22.144
16363,22.301,21.337
16364,21.641,20.666
16365,21.782,21.22
16366,19.836,19.218
16367,21.472,20.609
16368,18.472,17.728
16369,22.811,21.833
16370,22.468,21.519
16371,,22.253
16372,21.229,20.787
16373,18.453,17.861
16374,22.557,21.337
16375,21.811,20.841
16376,19.208,18.638
16377,20.12,19.459
16378,18.582,17.871
16379,20.108,19.49
16380,20.801,20.376
16381,21.726,20.909
16382,19.575,18.982
16383,18.126,17.577
16384,21.131,20.257
16385,19.039,18.498
16386,20.877,20.075
16387,22.174,20.934
16388,20.312,19.553
16389,20.622,19.882
16390,21.075,20.285
16391,20.176,19.552
16392,19.992,19.349
16393,21.157,20.513
16394,20.15,19.563
16395,21.98,20.998
16396,18.435,17.764
16397,22.765,21.752
16398,20.742,20.068
16399,22.937,22.156
16400,18.524,17.89
16401,22.028,20.938
16402,23.201,22.096
16403,21.49,20.738
16404,,22.503
16405,22.039,20.998
16406,20.87,20.196
16407,21.922,21.064
16408,19.62,19.058
16409,20.431,19.745
16410,23.088,21.58
16411,22.094,21.26
16412,20.605,19.998
16413,,22.09
16414,22.239,21.399
16415,20.921,20.181
16416,21.553,20.709
16417,20.405,19.784
16418,20.778,20.008
16419,20.617,19.93
16420,23.136,22.359
16421,21.119,20.321
16422,19.893,19.231
16423,19.179,18.624
16424,21.908,21.013
16425,21.604,20.657
16426,,22.37
16427,22.613,21.575
16428,23.142,22.17
16429,22.753,21.518
16430,17.788,17.066
16431,20.944,20.085
16432,21.718,20.742
16433,21.17,20.425
16434,23.056,21.575
16435,20.591,19.605
16436,19.749,18.636
16437,22.531,21.65
16438,15.141,14.226
16439,20.552,19.797
16440,21.647,20.607
16441,22.885,21.71
16442,21.094,20.219
16443,21.722,20.786
16444,22.582,21.438
16445,22.8,21.378
16446,21.059,20.303
16447,22.859,21.378
16448,22.025,21.191
16449,18.312,17.585
16450,19.358,18.77
16451,20.344,19.692
16452,21.457,20.767
16453,,21.567
16454,20.467,19.815
16455,20.053,19.365
16456,23.245,21.986
16457,21.798,20.986
16458,21.772,20.793
16459,20.161,19.471
16460,16.789,15.919
16461,19.792,19.167
16462,22.229,20.703
16463,20.89,20.269
16464,19.03,18.465
16465,18.833,18.06
16466,18.863,18.352
16467,19.705,19.077
16468,18.605,18.089
16469,18.816,18.253
16470,18.944,18.406
16471,22.859,21.72
16472,20.049,19.481
16473,21.016,20.316
16474,19.709,19.078
16475,20.866,20.057
16476,20.778,20.021
16477,20.217,19.658
16478,21.064,19.828
16479,21.524,20.832
16480,20.501,19.793
16481,23.056,21.848
16482,23.108,22.135
16483,21.928,20.94
16484,20.623,20.015
16485,19.955,19.358
16486,19.853,19.171
16487,20.306,19.651
16488,21.375,20.341
16489,21.781,20.884
16490,19.832,19.227
16491,20.827,20.168
16492,19.738,19.221
16493,20.081,19.39
16494,21.325,20.517
16495,20.308,19.673
16496,19.868,19.307
16497,18.739,18.287
16498,15.593,14.694
16499,21.222,20.505
16500,18.659,17.975
16501,18.732,18.211
16502,19.868,19.27
16503,21.026,20.301
16504,22.856,22.169
16505,19.125,18.641
16506,18.242,17.644
16507,20.824,19.514
16508,17.166,16.414
16509,20.435,19.777
16510,20.025,19.306
16511,19.582,18.876
16512,21.521,20.65
16513,20.827,20.117
16514,22.806,21.65
16515,22.573,21.431
16516,18.479,17.862
16517,17.976,17.203
16518,20.199,19.64
16519,22.866,22.037
16520,23.004,21.826
16521,17.069,16.267
16522,18.869,18.304
16523,17.954,16.96
16524,21.241,20.134
16525,19.863,19.206
16526,22.18,21.4
16527,19.029,18.469
16528,22.351,21.153
16529,22.305,21.081
16530,21.89,21.055
16531,19.852,19.27
16532,22.836,21.764
16533,19.822,19.21
16534,22.093,21.119
16535,21.753,20.183
16536,16.102,15.246
16537,22.602,22.176
16538,20.962,20.183
16539,21.445,20.495
16540,20.015,19.361
16541,17.231,16.403
16542,20.219,19.415
16543,18.974,18.456
16544,23.156,21.943
16545,16.34,15.548
16546,19.643,19.019
16547,20.319,19.597
16548,22.085,21.296
16549,21.365,20.571
16550,22.369,21.364
16551,20.85,20.133
16552,20.568,19.876
16553,21.171,20.328
16554,20.847,20.0
16555,22.576,21.582
16556,19.552,18.935
16557,23.821,22.075
16558,21.499,20.567
16559,19.687,19.094
16560,20.815,20.148
16561,,22.278
16562,22.007,20.952
16563,19.121,18.509
16564,,22.416
16565,20.742,
16566,19.966,19.299
16567,,21.949
16568,19.737,19.128
16569,19.275,18.726
16570,21.671,20.718
16571,20.392,19.687
16572,20.324,19.747
16573,21.446,20.832
16574,21.613,20.904
16575,19.996,19.352
16576,22.309,21.627
16577,21.258,20.446
16578,21.801,21.025
16579,20.182,19.569
16580,21.981,20.748
16581,20.012,18.573
16582,,21.61
16583,22.162,21.852
16584,,22.777
16585,21.431,20.587
16586,18.745,18.19
16587,18.794,18.243
16588,20.536,19.835
16589,21.159,20.364
16590,22.363,21.39
16591,21.683,20.833
16592,19.351,18.693
16593,22.783,22.233
16594,21.178,20.174
16595,23.485,21.926
16596,21.668,20.832
16597,22.805,21.646
16598,,21.752
16599,18.674,18.134
16600,19.377,18.78
16601,23.066,21.472
16602,17.101,16.322
16603,22.641,21.937
16604,20.736,20.094
16605,22.077,20.905
16606,22.453,21.409
16607,23.091,21.768
16608,22.815,21.501
16609,21.262,20.577
16610,21.457,20.658
16611,20.303,19.733
16612,22.399,21.382
16613,20.069,19.409
16614,17.102,16.307
16615,21.059,
16616,,22.186
16617,,21.631
16618,,21.971
16619,20.432,19.756
16620,20.734,20.044
16621,22.217,21.181
16622,,22.554
16623,22.413,21.224
16624,19.397,18.806
16625,23.552,22.284
16626,19.397,18.835
16627,21.573,20.694
16628,21.04,20.354
16629,20.621,19.912
16630,20.032,19.414
16631,21.273,20.53
16632,22.719,21.719
16633,21.634,20.836
16634,23.181,22.406
16635,21.096,20.356
16636,20.51,19.803
16637,,21.534
16638,21.809,20.887
16639,22.428,21.271
16640,20.464,19.764
16641,23.137,22.032
16642,,22.199
16643,22.806,21.871
16644,21.857,20.989
16645,19.905,19.274
16646,21.046,20.238
16647,21.821,20.978
16648,19.46,18.835
16649,19.52,18.756
16650,21.77,20.62
16651,22.529,21.366
16652,20.069,19.298
16653,19.976,18.408
16654,22.093,21.356
16655,20.842,20.003
16656,20.768,20.034
16657,17.484,16.723
16658,19.914,18.565
16659,22.512,21.537
16660,22.895,21.449
16661,21.801,20.749
16662,21.118,20.238
16663,21.267,20.517
16664,22.835,22.164
16665,22.898,21.853
16666,23.108,21.526
16667,21.107,20.33
16668,19.029,18.445
16669,20.968,20.142
16670,23.772,21.823
16671,19.859,19.207
16672,21.063,20.206
16673,21.257,20.351
16674,23.138,
16675,18.26,17.709
16676,22.988,21.733
16677,19.86,19.237
16678,22.201,21.15
16679,21.58,20.662
16680,19.107,18.56
16681,19.356,18.736
16682,20.517,19.803
16683,19.774,19.2
16684,20.353,19.264
16685,14.857,13.889
16686,22.538,21.486
16687,19.011,18.42
16688,18.832,18.199
16689,22.81,22.029
16690,23.076,22.167
16691,22.718,21.382
16692,22.961,21.691
16693,21.224,20.515
16694,18.564,18.035
16695,23.46,22.521
16696,20.493,19.758
16697,21.119,20.336
16698,21.347,20.404
16699,21.415,20.494
16700,22.165,21.794
16701,20.049,19.399
16702,21.382,20.412
16703,21.742,20.7
16704,23.368,22.067
16705,20.591,19.874
16706,23.165,21.887
16707,22.392,21.255
16708,20.891,20.103
16709,23.165,22.009
16710,21.909,21.065
16711,21.954,21.161
16712,22.768,21.752
16713,19.941,19.328
16714,21.431,20.605
16715,19.707,19.066
16716,19.733,19.072
16717,19.617,19.006
16718,21.28,20.586
16719,18.369,17.847
16720,21.726,20.922
16721,20.23,19.547
16722,22.513,21.643
16723,22.987,21.823
16724,22.203,21.287
16725,22.717,21.56
16726,22.603,21.986
16727,22.447,21.288
16728,20.577,19.975
16729,21.077,20.436
16730,21.251,20.488
16731,19.994,19.472
16732,22.677,21.445
16733,20.309,19.636
16734,18.377,17.851
16735,19.283,18.715
16736,19.612,19.028
16737,19.939,19.292
16738,20.325,19.75
16739,18.993,18.455
16740,21.748,20.801
16741,19.199,18.496
16742,22.561,21.974
16743,,20.636
16744,21.164,20.431
16745,18.879,18.28
16746,19.637,19.092
16747,21.718,20.779
16748,22.388,21.305
16749,20.66,20.46
16750,21.971,21.131
16751,21.751,20.755
16752,19.837,19.251
16753,22.879,21.251
16754,19.717,19.133
16755,22.829,21.388
16756,21.863,20.932
16757,20.689,19.995
16758,,22.435
16759,20.852,20.065
16760,23.248,22.16
16761,22.653,21.825
16762,21.643,20.818
16763,19.881,19.263
