RAJ2000,_DEJ2000,n_Seq,Seq,RAJ2000,DEJ2000,pmRA,pmDE,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Icmag,e_Icmag
201.33029449,-47.63257393, , 36338,201.330298,-47.632568,  2.63,  6.43,      ,      ,21.745, 0.111,20.923, 0.050,19.935, 0.185
202.02129149,-47.63311148, , 36340,202.021294,-47.633113,  1.77, -1.72,      ,      ,19.393, 0.052,18.755, 0.017,18.011, 0.042
202.01353122,-47.63310523, , 36341,202.013530,-47.633109, -0.90, -4.00,      ,      ,20.594, 0.042,19.907, 0.028,19.119, 0.059
201.99322686,-47.63316351, , 36342,201.993232,-47.633170,  3.75, -7.10,      ,      ,21.483, 0.063,20.762, 0.037,19.714, 0.160
201.98157423,-47.63318354, , 36343,201.981576,-47.633182,  1.39,  1.75,      ,      ,19.422, 0.018,18.850, 0.011,18.103, 0.032
201.97676945,-47.63319491, , 36344,201.976798,-47.633185, 21.09, 10.84,      ,      ,      ,      ,22.653, 0.217,21.334, 0.398
201.93443494,-47.63325344, , 36345,201.934432,-47.633251, -2.21,  2.55,      ,      ,20.003, 0.031,19.351, 0.018,18.539, 0.046
201.93319850,-47.63320205, , 36346,201.933198,-47.633198, -0.33,  4.37,      ,      ,19.654, 0.086,19.032, 0.048,18.241, 0.053
201.91705618,-47.63326797, , 36347,201.917055,-47.633266, -0.87,  2.03,      ,      ,20.026, 0.031,19.338, 0.022,18.544, 0.074
201.89510113,-47.63329891, , 36348,201.895100,-47.633298, -0.83,  0.94,      ,      ,21.299, 0.125,20.418, 0.036,19.400, 0.096
201.89406182,-47.63323825, , 36349,201.894056,-47.633245, -4.21, -7.39,      ,      ,22.243, 0.326,20.992, 0.092,19.878, 0.112
201.86728591,-47.63327175, , 36350,201.867301,-47.633289, 11.21,-18.75,      ,      ,      ,      ,22.949, 0.323,21.615, 0.363
201.86114423,-47.63327980, , 36351,201.861138,-47.633277, -4.55,  3.12,      ,      ,19.960, 0.049,19.327, 0.036,18.461, 0.040
201.82043657,-47.63334993, , 36352,201.820440,-47.633346,  2.53,  4.18,      ,      ,20.114, 0.044,19.547, 0.067,18.725, 0.073
201.81588489,-47.63332618, , 36353,201.815884,-47.633325, -0.74,  1.29,      ,      ,20.080, 0.044,19.401, 0.022,18.569, 0.030
201.78076352,-47.63328976, , 36354,201.780749,-47.633288,-10.79,  1.87,      ,      ,21.222, 0.084,20.314, 0.059,19.365, 0.071
201.77139927,-47.63330121, , 36355,201.771394,-47.633310, -3.97, -9.62,      ,      ,22.425, 0.248,21.228, 0.168,20.284, 0.369
201.75802665,-47.63329543, , 36356,201.758017,-47.633277, -7.16, 20.23,      ,      ,22.318, 0.271,21.162, 0.057,20.244, 0.254
201.75519665,-47.63338245, , 36357,201.755192,-47.633384, -3.47, -1.57,      ,      ,21.578, 0.254,20.544, 0.055,19.568, 0.049
201.72590162,-47.63332406, , 36358,201.725911,-47.633316,  7.00,  8.70,      ,      ,      ,      ,22.172, 0.299,20.589, 0.195
201.69943005,-47.63328525, , 36359,201.699420,-47.633293, -7.41, -8.54,      ,      ,22.889, 0.237,21.953, 0.221,20.593, 0.191
201.65620151,-47.63321661, , 36360,201.656203,-47.633215,  1.14,  1.76,      ,      ,19.062, 0.013,18.560, 0.020,17.840, 0.041
201.65031506,-47.63321229, , 36361,201.650303,-47.633213, -8.85, -0.84,      ,      ,22.808, 0.752,21.720, 0.097,20.443, 0.140
201.57821942,-47.63311080, , 36363,201.578214,-47.633109, -4.08,  2.09,      ,      ,19.483, 0.037,18.937, 0.008,18.187, 0.024
201.57606751,-47.63312118, , 36364,201.576068,-47.633121,  0.40,  0.07,      ,      ,17.565, 0.007,16.829, 0.009,15.881, 0.012
201.55907303,-47.63309409, , 36365,201.559066,-47.633092, -5.10,  2.35,      ,      ,19.752, 0.030,19.187, 0.018,18.408, 0.025
201.54319636,-47.63307731, , 36366,201.543163,-47.633081,-24.56, -4.16,      ,      ,23.412, 0.196,22.254, 0.160,20.821, 0.082
201.53796264,-47.63310402, , 36367,201.537968,-47.633091,  3.99, 14.13,      ,      ,22.792, 0.322,21.831, 0.145,20.616, 0.173
201.53389868,-47.63306522, , 36368,201.533906,-47.633066,  5.48, -0.98,      ,      ,20.008, 0.020,19.371, 0.016,18.579, 0.064
201.48645253,-47.63293321, , 36369,201.486452,-47.632932, -0.43,  1.39,      ,      ,18.760, 0.023,18.221, 0.013,17.493, 0.016
201.47222976,-47.63292228, , 36370,201.472236,-47.632937,  4.68,-16.05,      ,      ,21.475, 0.088,20.614, 0.059,19.694, 0.132
201.44408067,-47.63286487, , 36371,201.444103,-47.632867, 16.51, -2.27,      ,      ,23.052, 0.435,21.611, 0.121,20.527, 0.200
201.43031377,-47.63282349, , 36372,201.430317,-47.632823,  2.34,  0.48,      ,      ,21.095, 0.083,20.265, 0.036,19.422, 0.024
201.41484413,-47.63277260, , 36373,201.414843,-47.632773, -0.79, -0.50,      ,      ,17.083, 0.008,16.281, 0.006,15.318, 0.007
201.40101788,-47.63270971, , 36374,201.401020,-47.632712,  1.56, -2.44,      ,      ,20.558, 0.056,19.975, 0.052,19.121, 0.083
201.38076458,-47.63264081, , 36375,201.380778,-47.632656,  9.94,-16.74,      ,      ,      ,      ,21.858, 0.197,20.597, 0.080
201.35717425,-47.63256166, , 36376,201.357179,-47.632576,  3.42,-15.81,      ,      ,22.009, 0.328,21.347, 0.064,20.139, 0.104
202.04232842,-47.63298303, , 36378,202.042313,-47.632983,-11.33, -0.03,      ,      ,22.285, 0.199,21.323, 0.075,20.264, 0.266
202.02929596,-47.63300607, , 36379,202.029293,-47.633025, -2.14,-20.71,      ,      ,22.714, 0.286,21.479, 0.131,20.538, 0.226
201.99701547,-47.63307470, , 36380,201.997019,-47.633072,  2.52,  3.02,      ,      ,20.204, 0.086,19.415, 0.017,18.491, 0.052
201.99031528,-47.63308036, , 36381,201.990320,-47.633077,  3.48,  3.74,      ,      ,20.978, 0.097,20.214, 0.043,19.312, 0.025
201.97062602,-47.63313867, , 36382,201.970634,-47.633128,  5.80, 11.61,      ,      ,21.506, 0.092,20.397, 0.053,18.840, 0.051
201.93867100,-47.63319273, , 36383,201.938682,-47.633188,  8.07,  5.12,      ,      ,22.146, 0.204,20.969, 0.077,19.838, 0.166
201.84014009,-47.63321211, , 36384,201.840149,-47.633206,  6.49,  6.56,      ,      ,21.014, 0.104,20.336, 0.045,19.400, 0.097
201.83154284,-47.63323228, , 36385,201.831553,-47.633212,  7.53, 22.25,      ,      ,22.496, 0.428,21.069, 0.087,19.599, 0.114
201.76275365,-47.63320867, , 36387,201.762752,-47.633208, -1.26,  0.67,      ,      ,18.928, 0.021,18.405, 0.017,17.650, 0.025
201.75429572,-47.63325730, , 36388,201.754290,-47.633259, -4.22, -1.74,      ,      ,22.539, 0.431,21.143, 0.081,20.015, 0.173
201.74149961,-47.63320233, , 36389,201.741499,-47.633207, -0.53, -5.05,      ,      ,20.267, 0.056,19.606, 0.036,18.802, 0.046
201.72858831,-47.63324372, , 36390,201.728614,-47.633250, 18.86, -6.87,      ,      ,      ,      ,22.520, 0.192,21.242, 0.168
201.72148240,-47.63320483, , 36391,201.721449,-47.633214,-24.71, -9.91,      ,      ,22.057, 0.210,21.418, 0.104,20.283, 0.123
201.71874163,-47.63331716, , 36392,201.718740,-47.633323, -1.20, -6.45,      ,      ,      ,      ,22.021, 0.189,21.093, 0.267
201.71247038,-47.63324461, , 36393,201.712472,-47.633242,  1.15,  2.92,      ,      ,20.490, 0.208,19.672, 0.056,18.815, 0.068
201.69681944,-47.63317039, , 36394,201.696818,-47.633170, -1.02,  0.43,      ,      ,17.507, 0.010,16.759, 0.011,15.775, 0.008
201.69292380,-47.63322158, , 36395,201.692929,-47.633222,  3.75, -0.40,      ,      ,20.603, 0.062,19.832, 0.040,18.928, 0.055
201.66875599,-47.63319561, , 36396,201.668758,-47.633201,  1.52, -6.02,      ,      ,21.596, 0.166,20.564, 0.044,19.586, 0.174
201.66661133,-47.63316399, , 36397,201.666610,-47.633162, -0.98,  2.24,      ,      ,18.944, 0.032,18.422, 0.018,17.688, 0.020
201.66613211,-47.63317361, , 36398,201.666143,-47.633166,  8.07,  8.21,      ,      ,20.959, 0.155,20.151, 0.067,19.285, 0.079
201.64833349,-47.63313354, , 36399,201.648333,-47.633129, -0.32,  5.09,      ,      ,20.772, 0.058,20.078, 0.032,19.198, 0.044
201.64270954,-47.63317601, , 36400,201.642709,-47.633175, -0.48,  1.11,      ,      ,17.394, 0.009,16.536, 0.009,15.516, 0.005
201.63755673,-47.63312863, , 36401,201.637559,-47.633130,  1.59, -1.50,      ,      ,19.465, 0.026,18.908, 0.013,18.182, 0.076
201.61198549,-47.63310449, , 36402,201.611987,-47.633105,  1.07, -0.56,      ,      ,18.190, 0.018,17.558, 0.014,16.689, 0.016
201.60425919,-47.63312913, , 36403,201.604260,-47.633129,  0.60,  0.26,      ,      ,18.618, 0.015,18.119, 0.010,17.399, 0.020
201.60340517,-47.63314630, , 36404,201.603407,-47.633142,  1.31,  4.77,      ,      ,20.958, 0.123,20.236, 0.037,19.450, 0.152
201.59645441,-47.63307482, , 36405,201.596460,-47.633090,  4.12,-16.61,      ,      ,22.410, 0.604,21.470, 0.244,20.335, 0.258
201.57875018,-47.63308482, , 36406,201.578746,-47.633087, -3.00, -2.32,      ,      ,20.000, 0.036,19.302, 0.023,18.501, 0.035
201.55161391,-47.63306005, , 36407,201.551616,-47.633056,  1.62,  4.31,      ,      ,20.861, 0.077,20.181, 0.074,19.229, 0.076
201.55090913,-47.63301025, , 36408,201.550907,-47.633009, -1.61,  1.49,      ,      ,19.783, 0.050,19.246, 0.017,18.406, 0.041
201.50912495,-47.63295226, , 36409,201.509115,-47.632956, -7.34, -4.21,      ,      ,21.087, 0.111,20.248, 0.057,19.387, 0.104
201.49726570,-47.63293145, , 36410,201.497297,-47.632917, 23.04, 15.87,      ,      ,22.929, 0.582,22.263, 0.312,20.908, 0.235
201.45809102,-47.63281127, , 36411,201.458081,-47.632825, -7.31,-15.02,      ,      ,21.805, 0.115,20.969, 0.083,19.834, 0.109
201.44979353,-47.63282489, , 36412,201.449797,-47.632825,  2.52, -0.12,      ,      ,22.790, 0.420,21.606, 0.097,20.360, 0.080
201.42047117,-47.63272451, , 36413,201.420470,-47.632736, -0.86,-12.69,      ,      ,20.156, 0.142,19.554, 0.061,18.711, 0.070
201.41010887,-47.63266902, , 36414,201.410093,-47.632665,-11.66,  4.40,      ,      ,23.127, 0.487,21.508, 0.123,20.317, 0.131
201.35356161,-47.63252278, , 36415,201.353565,-47.632523,  2.50, -0.30,      ,      ,20.271, 0.035,19.588, 0.045,18.808, 0.087
202.00120877,-47.63300827, , 36416,202.001248,-47.633002, 28.97,  6.92,      ,      ,22.166, 0.258,21.133, 0.122,20.121, 0.141
202.00087561,-47.63301669, , 36417,202.000912,-47.633020, 26.79, -3.62,      ,      ,23.509, 0.530,21.954, 0.170,20.977, 0.551
201.98115184,-47.63301063, , 36418,201.981153,-47.633024,  0.90,-14.51,      ,      ,22.586, 0.200,21.649, 0.163,20.526, 0.150
201.95085981,-47.63311982, , 36419,201.950848,-47.633110, -8.67, 10.74,      ,      ,21.416, 0.135,20.640, 0.062,19.789, 0.175
201.94355909,-47.63309172, , 36420,201.943561,-47.633090,  1.49,  1.88,      ,      ,21.585, 0.122,20.670, 0.036,19.894, 0.192
201.92488486,-47.63308410, , 36421,201.924895,-47.633086,  7.48, -2.20,      ,      ,23.129, 0.225,21.991, 0.204,20.792, 0.441
201.88467696,-47.63312855, , 36422,201.884686,-47.633132,  6.75, -3.71,      ,      ,22.361, 0.360,21.140, 0.131,20.108, 0.176
201.88089643,-47.63310728, , 36423,201.880898,-47.633111,  1.20, -4.19,      ,      ,20.858, 0.095,20.076, 0.034,19.190, 0.078
201.87871092,-47.63316107, , 36424,201.878710,-47.633161, -0.68, -0.04,      ,      ,19.555, 0.039,18.969, 0.020,18.198, 0.035
201.85083425,-47.63316807, , 36425,201.850827,-47.633163, -5.39,  5.49,      ,      ,21.075, 0.066,20.294, 0.045,19.368, 0.031
201.83544871,-47.63314646, , 36426,201.835446,-47.633148, -1.92, -1.75,      ,      ,22.066, 0.250,20.289, 0.062,18.168, 0.017
201.79629622,-47.63315036, , 36428,201.796301,-47.633152,  3.61, -1.73,      ,      ,19.809, 0.028,19.187, 0.015,18.395, 0.019
201.79551187,-47.63316766, , 36429,201.795503,-47.633173, -6.50, -5.90,      ,      ,22.857, 0.347,21.848, 0.206,20.712, 0.232
201.76853306,-47.63316421, , 36430,201.768532,-47.633164, -0.82,  0.35,      ,      ,20.560, 0.069,19.861, 0.041,18.982, 0.072
201.76541479,-47.63319639, , 36431,201.765411,-47.633196, -2.71,  0.31,      ,      ,20.433, 0.068,19.639, 0.031,18.716, 0.044
201.76241296,-47.63328034, , 36432,201.762412,-47.633265, -0.75, 16.78,      ,      ,      ,      ,21.530, 0.122,20.651, 0.096
201.75382496,-47.63315253, , 36433,201.753828,-47.633146,  2.28,  7.02,      ,      ,21.281, 0.074,20.495, 0.038,19.415, 0.039
201.73162405,-47.63315520, , 36434,201.731589,-47.633158,-25.93, -3.12,      ,      ,20.250, 0.197,19.806, 0.171,18.989, 0.199
201.71070062,-47.63314240, , 36435,201.710704,-47.633146,  2.41, -4.06,      ,      ,21.120, 0.088,20.236, 0.066,19.206, 0.056
201.70779284,-47.63316086, , 36436,201.707801,-47.633164,  6.10, -3.31,      ,      ,22.607, 0.498,21.415, 0.189,20.382, 0.227
201.70254317,-47.63313554, , 36437,201.702545,-47.633134,  1.35,  1.81,      ,      ,19.185, 0.015,18.618, 0.010,17.856, 0.040
201.64914086,-47.63307907, , 36438,201.649142,-47.633077,  0.80,  2.33,      ,      ,18.966, 0.029,18.472, 0.024,17.719, 0.018
201.63852995,-47.63307646, , 36439,201.638537,-47.633087,  5.16,-11.47,      ,      ,21.732, 0.243,20.824, 0.220,19.852, 0.156
201.63642868,-47.63307727, , 36440,201.636428,-47.633076, -0.46,  1.27,      ,      ,18.176, 0.011,17.476, 0.012,16.572, 0.011
201.61826895,-47.63304992, , 36441,201.618276,-47.633050,  5.28, -0.09,      ,      ,22.157, 0.186,21.160, 0.074,20.180, 0.155
201.54621766,-47.63298293, , 36442,201.546214,-47.632973, -2.78, 10.81,      ,      ,21.668, 0.114,20.753, 0.085,19.728, 0.171
201.53249013,-47.63294719, , 36443,201.532479,-47.632943, -8.29,  4.52,      ,      ,20.239, 0.048,19.330, 0.012,18.278, 0.105
201.50747053,-47.63286953, , 36444,201.507463,-47.632871, -5.51, -1.73,      ,      ,22.486, 0.236,21.374, 0.104,20.187, 0.112
201.50505206,-47.63295213, , 36445,201.505050,-47.632965, -1.52,-14.08,      ,      ,      ,      ,21.135, 0.280,      ,
201.48965808,-47.63283852, , 36446,201.489649,-47.632829, -6.78, 10.54,      ,      ,22.576, 0.251,21.499, 0.039,20.469, 0.315
201.45953796,-47.63275431, , 36447,201.459520,-47.632751,-13.24,  3.50,      ,      ,21.297, 0.120,19.814, 0.057,17.993, 0.015
201.41752368,-47.63262725, , 36448,201.417523,-47.632627, -0.46,  0.33,      ,      ,19.080, 0.010,18.475, 0.012,17.723, 0.015
201.40124136,-47.63257063, , 36450,201.401293,-47.632597, 38.12,-28.79,      ,      ,      ,      ,22.182, 0.145,21.000, 0.145
201.38740717,-47.63252887, , 36451,201.387404,-47.632533, -2.42, -4.58,      ,      ,21.116, 0.076,20.308, 0.071,19.460, 0.126
201.37614961,-47.63250006, , 36452,201.376144,-47.632504, -4.22, -4.19,      ,      ,19.993, 0.044,19.392, 0.049,18.611, 0.019
202.08853144,-47.63274754, , 36453,202.088537,-47.632756,  4.06, -9.38,      ,      ,22.694, 0.368,21.732, 0.225,20.433, 0.133
202.07150167,-47.63279127, , 36454,202.071503,-47.632792,  1.02, -0.74,      ,      ,20.685, 0.050,19.865, 0.010,18.916, 0.022
202.03807475,-47.63286935, , 36455,202.038065,-47.632862, -7.19,  8.10,      ,      ,22.112, 0.162,21.178, 0.114,20.062, 0.160
201.98934162,-47.63296910, , 36456,201.989362,-47.632954, 14.99, 16.64,      ,      ,      ,      ,21.571, 0.193,20.473, 0.276
201.95001330,-47.63299665, , 36457,201.950020,-47.633001,  4.94, -4.88,      ,      ,21.447, 0.113,20.573, 0.072,19.748, 0.196
201.94798352,-47.63302731, , 36458,201.947986,-47.633030,  1.91, -2.94,      ,      ,19.969, 0.045,19.328, 0.015,18.506, 0.066
201.92838271,-47.63305251, , 36459,201.928408,-47.633043, 18.69, 10.35,      ,      ,      ,      ,22.646, 0.203,21.164, 0.362
201.92684676,-47.63307021, , 36460,201.926846,-47.633076, -0.48, -6.46,      ,      ,21.498, 0.172,20.567, 0.119,19.670, 0.130
201.90703363,-47.63306246, , 36461,201.907030,-47.633055, -2.68,  8.16,      ,      ,21.023, 0.153,20.271, 0.047,19.294, 0.097
201.88822422,-47.63307302, , 36462,201.888223,-47.633073, -0.86, -0.04,      ,      ,17.327, 0.011,16.592, 0.019,15.586, 0.012
201.86965306,-47.63306767, , 36463,201.869663,-47.633065,  7.37,  2.92,      ,      ,19.809, 0.095,19.248, 0.036,18.445, 0.034
201.82923203,-47.63312156, , 36464,201.829234,-47.633102,  1.37, 21.46,      ,      ,20.178, 0.176,19.489, 0.099,18.609, 0.069
201.82484796,-47.63309304, , 36465,201.824833,-47.633083,-10.99, 10.92,      ,      ,23.404, 0.574,21.815, 0.243,20.788, 0.288
201.81308173,-47.63308110, , 36466,201.813078,-47.633083, -2.71, -2.14,      ,      ,21.085, 0.140,20.323, 0.053,19.413, 0.057
201.80176831,-47.63312947, , 36467,201.801772,-47.633135,  2.68, -6.05,      ,      ,20.173, 0.045,19.515, 0.029,18.737, 0.030
201.79785213,-47.63307814, , 36468,201.797854,-47.633077,  1.30,  1.31,      ,      ,21.270, 0.096,20.377, 0.044,19.450, 0.082
201.79488668,-47.63309529, , 36469,201.794922,-47.633090, 26.00,  5.79,      ,      ,22.726, 0.369,21.960, 0.144,20.319, 0.123
201.77230857,-47.63311157, , 36470,201.772306,-47.633109, -1.81,  2.93,      ,      ,21.312, 0.067,20.424, 0.048,19.473, 0.064
201.73749984,-47.63311111, , 36471,201.737494,-47.633110, -4.39,  1.21,      ,      ,20.027, 0.067,19.360, 0.053,18.501, 0.073
201.71763812,-47.63307716, , 36472,201.717637,-47.633080, -0.87, -3.11,      ,      ,20.272, 0.100,19.546, 0.052,18.665, 0.066
201.68083115,-47.63303532, , 36473,201.680830,-47.633039, -0.85, -3.91,      ,      ,19.828, 0.057,19.294, 0.029,18.465, 0.025
201.67062084,-47.63301858, , 36474,201.670635,-47.633020, 10.44, -1.55,      ,      ,21.597, 0.115,20.683, 0.083,19.688, 0.038
201.65977205,-47.63303787, , 36475,201.659771,-47.633036, -0.69,  1.92,      ,      ,21.599, 0.244,20.611, 0.066,19.731, 0.057
201.65563778,-47.63303590, , 36476,201.655628,-47.633023, -7.17, 14.05,      ,      ,22.824, 0.440,21.752, 0.225,20.664, 0.201
201.60741311,-47.63295466, , 36477,201.607407,-47.632955, -4.55, -0.37,      ,      ,19.798, 0.043,19.265, 0.029,18.504, 0.037
201.59229340,-47.63293312, , 36478,201.592310,-47.632946, 12.24,-14.22,      ,      ,22.625, 0.090,21.643, 0.215,20.367, 0.196
201.58553658,-47.63296038, , 36479,201.585538,-47.632965,  1.09, -5.06,      ,      ,20.675, 0.026,19.909, 0.034,19.090, 0.078
201.56984755,-47.63294288, , 36480,201.569849,-47.632939,  0.99,  4.37,      ,      ,20.854, 0.096,20.026, 0.028,19.138, 0.053
201.55271163,-47.63288033, , 36481,201.552703,-47.632892, -6.32,-12.71,      ,      ,22.955, 0.327,22.021, 0.061,      ,
201.53724943,-47.63289890, , 36482,201.537255,-47.632903,  4.11, -4.55,      ,      ,22.247, 0.243,21.118, 0.124,20.080, 0.151
201.52958468,-47.63284422, , 36483,201.529573,-47.632850, -8.57, -6.32,      ,      ,23.108, 0.702,21.710, 0.130,20.557, 0.244
201.52065808,-47.63284244, , 36484,201.520658,-47.632844, -0.02, -1.58,      ,      ,19.011, 0.008,18.388, 0.010,17.638, 0.030
201.51546215,-47.63282652, , 36485,201.515446,-47.632827,-11.83, -0.46,      ,      ,21.420, 0.097,20.620, 0.047,19.712, 0.156
201.46811171,-47.63276641, , 36486,201.468079,-47.632742,-24.20, 26.77,      ,      ,22.202, 0.207,21.726, 0.268,20.365, 0.153
201.41885240,-47.63255425, , 36487,201.418851,-47.632554, -0.95,  0.40,      ,      ,18.683, 0.013,18.148, 0.008,17.460, 0.016
201.35894814,-47.63238176, , 36488,201.358948,-47.632382, -0.06, -0.20,      ,      ,17.630, 0.010,16.861, 0.006,15.968, 0.009
201.34896718,-47.63234367, , 36489,201.348966,-47.632344, -0.79, -0.24,      ,      ,15.693, 0.007,14.801, 0.007,13.777, 0.008
201.94943730,-47.63297634, , 36491,201.949445,-47.632977,  5.68, -0.66,      ,      ,22.562, 0.386,21.560, 0.153,20.288, 0.199
201.90866751,-47.63297747, , 36492,201.908674,-47.632962,  4.70, 16.99,      ,      ,22.886, 0.430,22.285, 0.396,20.929, 0.438
201.90006987,-47.63302824, , 36493,201.900065,-47.633016, -3.59, 13.27,      ,      ,21.981, 0.119,21.048, 0.064,20.140, 0.236
201.83633019,-47.63303242, , 36494,201.836326,-47.633026, -3.01,  6.90,      ,      ,21.429, 0.071,20.522, 0.047,19.512, 0.097
201.82706140,-47.63305823, , 36495,201.827108,-47.633052, 34.40,  6.88,      ,      ,      ,      ,22.276, 0.153,20.491, 0.128
201.80298141,-47.63304482, , 36496,201.802987,-47.633049,  4.08, -4.45,      ,      ,22.626, 0.182,21.590, 0.179,20.473, 0.170
201.80140410,-47.63306280, , 36497,201.801395,-47.633049, -6.71, 15.22,      ,      ,22.217, 0.393,21.337, 0.132,20.237, 0.146
201.77091512,-47.63303793, , 36498,201.770913,-47.633040, -1.52, -2.26,      ,      ,19.664, 0.048,19.053, 0.009,18.285, 0.016
201.76136496,-47.63302067, , 36499,201.761364,-47.633017, -0.79,  4.08,      ,      ,21.224, 0.100,20.409, 0.055,19.415, 0.035
201.75087569,-47.63302532, , 36500,201.750880,-47.633023,  3.18,  2.48,      ,      ,21.136, 0.136,20.180, 0.049,19.282, 0.017
201.73182117,-47.63303408, , 36501,201.731814,-47.633040, -5.37, -6.48,      ,      ,      ,      ,20.419, 0.289,19.512, 0.114
201.72960455,-47.63302814, , 36502,201.729611,-47.633027,  4.84,  1.31,      ,      ,20.348, 0.130,19.634, 0.051,18.749, 0.107
201.72566817,-47.63303504, , 36503,201.725663,-47.633036, -3.77, -1.17,      ,      ,20.519, 0.059,19.752, 0.038,18.931, 0.071
201.71303447,-47.63299836, , 36504,201.713039,-47.632999,  3.26, -0.58,      ,      ,19.221, 0.030,18.670, 0.017,17.920, 0.031
201.69728629,-47.63301179, , 36505,201.697289,-47.633013,  1.92, -1.39,      ,      ,21.290, 0.128,20.634, 0.070,19.755, 0.151
201.68372281,-47.63299618, , 36506,201.683730,-47.632992,  5.30,  4.64,      ,      ,19.752, 0.024,19.232, 0.025,18.484, 0.074
201.68134275,-47.63300927, , 36507,201.681346,-47.633010,  2.48, -0.80,      ,      ,18.527, 0.015,18.007, 0.010,17.268, 0.017
201.66338195,-47.63297172, , 36509,201.663387,-47.632968,  3.68,  4.01,      ,      ,20.963, 0.103,20.081, 0.067,19.183, 0.059
201.64760254,-47.63298179, , 36510,201.647614,-47.632973,  8.37,  9.56,      ,      ,22.023, 0.301,21.024, 0.095,20.000, 0.133
201.62705030,-47.63293373, , 36511,201.627053,-47.632937,  2.03, -3.52,      ,      ,19.886, 0.035,19.268, 0.034,18.482, 0.028
201.62257372,-47.63294239, , 36512,201.622580,-47.632943,  4.63, -0.73,      ,      ,21.475, 0.257,20.472, 0.111,19.540, 0.118
201.60134827,-47.63290666, , 36513,201.601347,-47.632910, -0.98, -3.66,      ,      ,19.531, 0.031,18.945, 0.027,18.177, 0.027
201.54786380,-47.63285172, , 36514,201.547862,-47.632855, -1.37, -3.59,      ,      ,23.002, 0.456,21.822, 0.131,20.810, 0.515
201.54246784,-47.63284803, , 36515,201.542461,-47.632837, -4.96, 12.13,      ,      ,22.394, 0.408,21.325, 0.176,20.285, 0.251
201.52854152,-47.63275593, , 36516,201.528542,-47.632754,  0.31,  2.23,      ,      ,18.523, 0.012,17.976, 0.007,17.225, 0.009
201.49826879,-47.63272407, , 36517,201.498269,-47.632724,  0.07,  0.20,      ,      ,18.722, 0.011,18.172, 0.009,17.432, 0.018
201.47909299,-47.63266245, , 36518,201.479093,-47.632661,  0.05,  1.46,      ,      ,18.730, 0.010,18.218, 0.011,17.505, 0.020
201.99449359,-47.63284190, , 36522,201.994495,-47.632841,  1.04,  0.86,      ,      ,20.700, 0.099,19.986, 0.058,19.077, 0.050
201.99398680,-47.63286766, , 36523,201.993992,-47.632859,  3.79,  9.60,      ,      ,21.229, 0.088,20.259, 0.059,19.259, 0.082
201.98179509,-47.63286432, , 36524,201.981804,-47.632865,  6.49, -0.74,      ,      ,21.884, 0.222,21.032, 0.074,19.978, 0.129
201.96198290,-47.63286682, , 36525,201.961948,-47.632863,-25.69,  4.12,      ,      ,23.208, 0.690,22.038, 0.099,20.743, 0.327
201.91907434,-47.63291482, , 36526,201.919075,-47.632913,  0.49,  1.93,      ,      ,19.718, 0.045,19.129, 0.014,18.375, 0.059
201.88228602,-47.63293424, , 36527,201.882281,-47.632938, -3.62, -4.18,      ,      ,20.420, 0.042,19.771, 0.027,18.894, 0.026
201.87011735,-47.63294967, , 36528,201.870097,-47.632952,-15.05, -2.49,      ,      ,20.046, 0.113,19.292, 0.061,18.441, 0.077
201.86703910,-47.63296713, , 36529,201.867043,-47.632964,  2.92,  3.55,      ,      ,20.286, 0.045,19.597, 0.021,18.765, 0.101
201.85833106,-47.63294130, , 36530,201.858331,-47.632939,  0.04,  2.64,      ,      ,22.524, 0.357,21.320, 0.156,19.710, 0.052
201.81221314,-47.63300342, , 36531,201.812207,-47.632999, -4.57,  4.96,      ,      ,      ,      ,22.518, 0.174,21.310, 0.257
201.77769617,-47.63296922, , 36532,201.777676,-47.632970,-14.79, -0.85,      ,      ,23.094, 0.438,21.588, 0.079,20.415, 0.326
201.76975851,-47.63297940, , 36533,201.769761,-47.632979,  1.92,  0.56,      ,      ,19.336, 0.029,18.787, 0.016,18.050, 0.028
201.74894152,-47.63296582, , 36534,201.748944,-47.632968,  1.75, -2.45,      ,      ,20.048, 0.059,19.437, 0.032,18.619, 0.032
201.74530233,-47.63296537, , 36535,201.745301,-47.632965, -0.90,  0.41,      ,      ,18.847, 0.015,18.267, 0.012,17.498, 0.025
201.71929341,-47.63293685, , 36536,201.719280,-47.632931, -9.89,  6.28,      ,      ,22.645, 0.383,21.526, 0.131,20.595, 0.414
201.68511860,-47.63290159, , 36537,201.685102,-47.632907,-12.28, -5.86,      ,      ,      ,      ,20.886, 0.169,19.973, 0.235
201.66828494,-47.63288803, , 36538,201.668288,-47.632892,  2.30, -4.28,      ,      ,20.421, 0.065,19.670, 0.050,18.757, 0.041
201.65206831,-47.63292795, , 36539,201.652050,-47.632907,-13.50, 22.99,      ,      ,21.882, 0.230,21.220, 0.091,20.121, 0.177
201.62952694,-47.63285189, , 36540,201.629517,-47.632859, -7.37, -7.66,      ,      ,23.342, 0.758,21.161, 0.128,20.097, 0.090
201.61972588,-47.63287716, , 36541,201.619738,-47.632875,  8.98,  2.36,      ,      ,20.724, 0.131,19.746, 0.085,18.926, 0.081
