RAJ2000,_DEJ2000,n_Seq,Seq,RAJ2000,DEJ2000,pmRA,pmDE,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Icmag,e_Icmag
201.65077356,-47.66881347, , 19813,201.650775,-47.668813,  1.06,  0.45,      ,      ,18.482, 0.022,17.934, 0.013,17.186, 0.018
201.63345926,-47.66883549, , 19814,201.633459,-47.668834, -0.27,  1.75,      ,      ,22.639, 0.403,21.354, 0.087,20.260, 0.142
201.59339932,-47.66877378, , 19815,201.593400,-47.668775,  0.50, -1.33,      ,      ,18.262, 0.021,17.640, 0.012,16.788, 0.010
201.57753339,-47.66871439, , 19816,201.577560,-47.668724, 19.61,-10.39,      ,      ,      ,      ,22.508, 0.215,21.489, 0.319
201.40121696,-47.66831351, , 19817,201.401207,-47.668318, -7.38, -4.97,      ,      ,21.752, 0.085,20.908, 0.058,19.886, 0.081
202.03729234,-47.66858985, , 19818,202.037305,-47.668588,  9.33,  1.96,      ,      ,23.204, 0.543,22.339, 0.226,20.840, 0.104
202.01882337,-47.66863058, , 19819,202.018841,-47.668642, 13.07,-12.44,      ,      ,22.308, 0.319,21.759, 0.265,20.996, 0.250
202.00870499,-47.66863639, , 19820,202.008687,-47.668620,-13.30, 17.93,      ,      ,23.420, 0.261,21.818, 0.130,20.701, 0.370
201.97971705,-47.66868969, , 19821,201.979750,-47.668669, 24.28, 22.76,      ,      ,      ,      ,23.086, 0.224,21.613, 0.412
201.92628349,-47.66877550, , 19822,201.926281,-47.668775, -1.75,  0.55,      ,      ,21.424, 0.130,20.565, 0.064,19.534, 0.118
201.88434333,-47.66877324, , 19823,201.884360,-47.668760, 12.28, 14.49,      ,      ,22.753, 0.306,21.465, 0.127,20.395, 0.352
201.86217538,-47.66882022, , 19824,201.862172,-47.668818, -2.53,  2.37,      ,      ,21.536, 0.081,20.604, 0.051,19.543, 0.089
201.85812909,-47.66882018, , 19825,201.858127,-47.668819, -1.58,  1.41,      ,      ,19.316, 0.018,18.717, 0.017,17.955, 0.023
201.84875169,-47.66879889, , 19826,201.848754,-47.668800,  1.62, -1.21,      ,      ,19.199, 0.024,18.633, 0.021,17.873, 0.026
201.79198441,-47.66883304, , 19827,201.791989,-47.668836,  3.30, -3.36,      ,      ,20.670, 0.347,20.234, 0.271,20.093, 1.119
201.77063745,-47.66884035, , 19828,201.770649,-47.668846,  8.43, -6.30,      ,      ,21.358, 0.133,20.526, 0.078,19.625, 0.098
201.76549932,-47.66882977, , 19829,201.765490,-47.668816, -6.87, 14.95,      ,      ,22.448, 0.331,21.637, 0.169,20.468, 0.196
201.76316813,-47.66880281, , 19830,201.763172,-47.668800,  2.81,  3.08,      ,      ,20.203, 0.063,19.509, 0.013,18.693, 0.056
201.74901137,-47.66885206, , 19831,201.749018,-47.668844,  4.93,  8.94,      ,      ,17.412, 0.014,16.708, 0.014,15.859, 0.006
201.73541103,-47.66881464, , 19832,201.735411,-47.668814,  0.06,  0.82,      ,      ,18.712, 0.016,18.168, 0.009,17.443, 0.021
201.73336341,-47.66883402, , 19833,201.733365,-47.668831,  1.17,  3.18,      ,      ,20.191, 0.030,19.519, 0.032,18.711, 0.034
201.63745185,-47.66874130, , 19834,201.637459,-47.668737,  5.19,  4.77,      ,      ,22.103, 0.295,21.044, 0.082,20.057, 0.127
201.63156085,-47.66875347, , 19835,201.631571,-47.668755,  7.56, -1.67,      ,      ,21.334, 0.065,20.581, 0.050,19.653, 0.128
201.62939822,-47.66872106, , 19836,201.629407,-47.668723,  6.43, -2.18,      ,      ,20.922, 0.053,20.144, 0.053,19.232, 0.069
201.62706059,-47.66872132, , 19837,201.627063,-47.668722,  1.82, -0.68,      ,      ,20.354, 0.049,19.670, 0.019,18.799, 0.046
201.60049667,-47.66866420, , 19838,201.600497,-47.668665,  0.20, -0.87,      ,      ,18.734, 0.012,18.209, 0.010,17.490, 0.013
201.55879331,-47.66864921, , 19839,201.558788,-47.668649, -3.87,  0.35,      ,      ,20.833, 0.069,20.189, 0.055,19.337, 0.082
201.44588944,-47.66841982, , 19840,201.445908,-47.668416, 13.72,  4.06,      ,      ,21.373, 0.458,      ,      ,18.929, 0.268
201.95653875,-47.66862857, , 19841,201.956512,-47.668619,-19.75, 10.59,      ,      ,23.213, 0.322,22.463, 0.316,20.988, 0.132
201.95544351,-47.66863774, , 19842,201.955480,-47.668626, 26.89, 12.72,      ,      ,23.253, 0.110,22.065, 0.228,20.796, 0.181
201.92723345,-47.66869595, , 19843,201.927236,-47.668694,  1.96,  2.25,      ,      ,20.744, 0.050,20.044, 0.038,19.188, 0.069
201.92582141,-47.66871179, , 19844,201.925823,-47.668709,  1.21,  3.17,      ,      ,20.965, 0.051,20.170, 0.047,19.223, 0.049
201.90587660,-47.66869467, , 19845,201.905879,-47.668696,  1.69, -1.58,      ,      ,18.646, 0.013,18.100, 0.007,17.386, 0.031
201.86783881,-47.66874868, , 19846,201.867840,-47.668750,  0.88, -1.44,      ,      ,19.048, 0.013,18.471, 0.012,17.696, 0.013
201.86723047,-47.66874582, , 19847,201.867234,-47.668734,  2.52, 13.05,      ,      ,23.310, 0.491,22.137, 0.174,21.022, 0.329
201.84417511,-47.66878204, , 19848,201.844178,-47.668782,  2.17,  0.11,      ,      ,19.286, 0.015,18.728, 0.017,17.984, 0.014
201.83743425,-47.66878192, , 19849,201.837431,-47.668773, -2.31,  9.70,      ,      ,21.814, 0.163,21.263, 0.202,19.922, 0.111
201.83303716,-47.66877686, , 19850,201.833036,-47.668778, -0.77, -1.31,      ,      ,20.432, 0.043,19.736, 0.033,18.893, 0.033
201.82147725,-47.66874848, , 19851,201.821478,-47.668749,  0.59, -0.45,      ,      ,19.386, 0.022,18.795, 0.015,18.052, 0.029
201.79805648,-47.66879091, , 19852,201.798056,-47.668788, -0.27,  3.12,      ,      ,20.549, 0.064,19.818, 0.033,18.988, 0.074
201.62295379,-47.66865809, , 19853,201.622952,-47.668664, -1.36, -6.34,      ,      ,21.982, 0.096,20.860, 0.118,19.699, 0.034
201.61450949,-47.66861268, , 19854,201.614514,-47.668614,  3.24, -1.32,      ,      ,20.790, 0.134,19.921, 0.070,18.928, 0.108
201.59503476,-47.66863135, , 19855,201.595030,-47.668630, -3.51,  1.48,      ,      ,20.970, 0.037,20.205, 0.065,19.236, 0.051
201.52706190,-47.66848507, , 19856,201.527047,-47.668485,-11.02,  0.08,      ,      ,22.663, 0.319,21.361, 0.061,20.300, 0.113
201.52001428,-47.66845553, , 19857,201.520002,-47.668463, -9.09, -8.23,      ,      ,22.013, 0.271,21.023, 0.066,19.945, 0.109
201.49818549,-47.66841812, , 19858,201.498185,-47.668418, -0.36,  0.07,      ,      ,17.413, 0.010,16.653, 0.013,15.690, 0.011
201.44141024,-47.66833724, , 19859,201.441414,-47.668334,  2.69,  3.67,      ,      ,20.742, 0.047,20.097, 0.021,19.298, 0.078
201.43668487,-47.66825916, , 19860,201.436674,-47.668254, -8.09,  5.77,      ,      ,19.411, 0.015,18.195, 0.010,16.712, 0.010
201.34210874,-47.66803108, , 19861,201.342112,-47.668035,  2.36, -4.29,      ,      ,20.855, 0.057,20.093, 0.037,19.277, 0.093
201.31362451,-47.66790138, , 19862,201.313623,-47.667902, -1.07, -0.62,      ,      ,20.050, 0.026,19.416, 0.053,18.676, 0.039
202.08843351,-47.66833711, , 19864,202.088449,-47.668338, 11.33, -1.03,      ,      ,17.761, 0.005,16.853, 0.011,15.826, 0.009
202.07723537,-47.66837958, , 19865,202.077234,-47.668381, -1.09, -1.68,      ,      ,19.111, 0.016,18.535, 0.014,17.765, 0.021
202.06856240,-47.66836888, , 19866,202.068554,-47.668366, -6.27,  3.03,      ,      ,19.031, 0.018,18.285, 0.013,17.448, 0.006
201.94166863,-47.66866855, , 19867,201.941690,-47.668646, 15.75, 24.55,      ,      ,      ,      ,22.915, 0.473,21.558, 0.525
201.90897184,-47.66867287, , 19868,201.908976,-47.668672,  3.15,  1.01,      ,      ,20.615, 0.032,19.969, 0.034,19.124, 0.102
201.90206850,-47.66867684, , 19869,201.902068,-47.668675, -0.33,  2.01,      ,      ,21.445, 0.072,20.536, 0.056,19.536, 0.107
201.84132141,-47.66870957, , 19870,201.841319,-47.668709, -1.86,  0.75,      ,      ,19.142, 0.023,18.580, 0.013,17.801, 0.016
201.78955683,-47.66870410, , 19871,201.789537,-47.668705,-14.65, -0.99,      ,      ,21.939, 0.043,21.056, 0.056,19.998, 0.085
201.73414938,-47.66868084, , 19872,201.734153,-47.668681,  2.71, -0.30,      ,      ,19.684, 0.044,19.091, 0.020,18.346, 0.054
201.72895918,-47.66871618, , 19873,201.728935,-47.668700,-17.82, 17.71,      ,      ,      ,      ,22.419, 0.471,21.486, 0.368
201.72857716,-47.66868032, , 19874,201.728580,-47.668678,  2.09,  2.48,      ,      ,19.108, 0.018,18.590, 0.018,17.860, 0.034
201.65820726,-47.66860305, , 19875,201.658210,-47.668615,  2.02,-13.08,      ,      ,21.962, 0.159,20.969, 0.057,20.008, 0.103
201.64163622,-47.66860261, , 19876,201.641639,-47.668604,  1.97, -1.40,      ,      ,19.294, 0.021,18.733, 0.020,18.002, 0.059
201.62571477,-47.66860617, , 19877,201.625712,-47.668610, -2.08, -4.19,      ,      ,21.124, 0.143,20.319, 0.054,19.411, 0.114
201.62228258,-47.66858870, , 19878,201.622280,-47.668586, -1.90,  2.83,      ,      ,21.642, 0.103,20.602, 0.041,19.554, 0.068
201.60786089,-47.66856716, , 19879,201.607867,-47.668570,  4.46, -3.11,      ,      ,20.889, 0.146,20.067, 0.057,19.174, 0.072
201.57058819,-47.66854564, , 19880,201.570591,-47.668542,  2.15,  4.04,      ,      ,20.741, 0.092,20.063, 0.058,19.266, 0.209
201.56710539,-47.66852593, , 19881,201.567110,-47.668528,  3.40, -2.33,      ,      ,20.059, 0.026,19.446, 0.027,18.665, 0.063
201.56383873,-47.66853343, , 19882,201.563843,-47.668536,  3.19, -2.93,      ,      ,21.425, 0.092,20.643, 0.060,19.741, 0.093
201.52894857,-47.66842632, , 19883,201.528951,-47.668425,  1.87,  1.44,      ,      ,20.175, 0.022,19.536, 0.017,18.740, 0.047
201.52052754,-47.66843391, , 19884,201.520518,-47.668438, -6.99, -4.54,      ,      ,22.716, 0.399,21.380, 0.108,20.268, 0.139
201.48195320,-47.66831012, , 19885,201.481954,-47.668323,  0.51,-14.15,      ,      ,22.646, 0.091,21.681, 0.135,20.534, 0.226
201.46644479,-47.66833357, , 19886,201.466455,-47.668347,  7.52,-14.63,      ,      ,20.182, 0.043,19.570, 0.031,18.748, 0.062
201.46544951,-47.66831361, , 19887,201.465447,-47.668312, -1.89,  1.82,      ,      ,20.062, 0.022,19.395, 0.018,18.544, 0.039
201.40040064,-47.66807835, , 19888,201.400442,-47.668096, 30.44,-19.44,      ,      ,      ,      ,22.780, 0.235,21.222, 0.129
201.39473874,-47.66810060, , 19889,201.394724,-47.668081,-10.94, 21.32,      ,      ,      ,      ,21.960, 0.151,20.454, 0.134
201.37842101,-47.66805245, , 19890,201.378391,-47.668051,-22.03,  1.46,      ,      ,      ,      ,22.400, 0.303,21.081, 0.123
202.08975852,-47.66826842, , 19892,202.089770,-47.668275,  8.46, -7.20,      ,      ,19.770, 0.058,19.141, 0.020,18.340, 0.021
202.04029557,-47.66839912, , 19893,202.040296,-47.668402,  0.40, -3.09,      ,      ,20.502, 0.037,19.791, 0.040,18.975, 0.072
201.99334292,-47.66849528, , 19894,201.993352,-47.668502,  6.65, -7.29,      ,      ,22.407, 0.537,21.421, 0.158,20.389, 0.194
201.97677037,-47.66848434, , 19895,201.976762,-47.668481, -6.21,  3.53,      ,      ,20.841, 0.058,20.120, 0.036,19.280, 0.104
201.88036741,-47.66856120, , 19896,201.880383,-47.668559, 11.53,  2.53,      ,      ,22.245, 0.111,21.534, 0.101,20.427, 0.155
201.82853064,-47.66865166, , 19897,201.828532,-47.668651,  0.96,  0.60,      ,      ,14.948, 0.009,14.856, 0.013,14.619, 0.012
201.82559209,-47.66863298, , 19898,201.825588,-47.668636, -2.97, -3.43,      ,      ,22.329, 0.276,21.330, 0.071,20.248, 0.173
201.81624409,-47.66861521, , 19899,201.816229,-47.668623,-11.20, -8.59,      ,      ,22.585, 0.300,21.920, 0.122,20.539, 0.123
201.81214893,-47.66859913, , 19900,201.812104,-47.668624,-33.19,-27.09,      ,      ,      ,      ,22.623, 0.269,21.211, 0.277
201.80375937,-47.66865838, , 19901,201.803757,-47.668613, -1.79, 49.59,      ,      ,23.377, 0.242,21.930, 0.178,20.857, 0.363
201.77857512,-47.66864962, , 19902,201.778576,-47.668649,  0.73,  0.80,      ,      ,18.237, 0.005,17.695, 0.013,16.938, 0.017
201.77589146,-47.66862416, , 19903,201.775883,-47.668646, -6.19,-24.02,      ,      ,      ,      ,22.195, 0.291,21.005, 0.106
201.71679344,-47.66861563, , 19904,201.716794,-47.668602,  0.33, 14.98,      ,      ,22.526, 0.259,21.771, 0.261,20.658, 0.224
201.67082465,-47.66858484, , 19905,201.670840,-47.668582, 11.31,  3.17,      ,      ,22.665, 0.364,21.680, 0.138,20.474, 0.226
201.66128125,-47.66852991, , 19906,201.661270,-47.668536, -8.29, -6.78,      ,      ,23.170, 0.222,21.974, 0.158,20.584, 0.120
201.65289725,-47.66858144, , 19907,201.652916,-47.668585, 13.90, -3.90,      ,      ,22.234, 0.107,21.533, 0.110,20.562, 0.250
201.60487234,-47.66852874, , 19908,201.604890,-47.668564, 13.01,-38.46,      ,      ,      ,      ,22.332, 0.258,21.016, 0.232
201.60296744,-47.66849764, , 19909,201.602965,-47.668518, -1.80,-22.34,      ,      ,20.345, 0.288,19.704, 0.082,19.115, 0.308
201.56623851,-47.66840070, , 19911,201.566219,-47.668426,-14.46,-27.81,      ,      ,22.685, 0.420,22.281, 0.310,      ,
201.55655945,-47.66842980, , 19912,201.556535,-47.668437,-18.02, -7.82,      ,      ,      ,      ,22.632, 0.289,21.359, 0.274
201.50571857,-47.66834817, , 19913,201.505717,-47.668355, -1.20, -7.47,      ,      ,22.303, 0.348,21.475, 0.081,20.580, 0.075
201.39079522,-47.66799595, , 19914,201.390790,-47.667999, -3.85, -3.22,      ,      ,22.396, 0.129,21.346, 0.182,20.258, 0.087
201.37002343,-47.66797174, , 19915,201.370014,-47.667972, -7.03, -0.22,      ,      ,21.401, 0.089,20.351, 0.051,19.531, 0.084
202.02140224,-47.66839272, , 19917,202.021422,-47.668387, 14.52,  6.32,      ,      ,23.209, 0.327,22.202, 0.202,20.967, 0.185
201.96175155,-47.66845509, , 19918,201.961751,-47.668457, -0.32, -2.03,      ,      ,19.538, 0.018,18.902, 0.015,18.132, 0.046
201.95898145,-47.66843055, , 19919,201.959014,-47.668432, 23.90, -1.53,      ,      ,22.990, 0.571,22.108, 0.174,21.540, 0.368
201.91000648,-47.66852728, , 19920,201.910016,-47.668513,  7.10, 15.57,      ,      ,22.359, 0.368,21.263, 0.043,20.162, 0.080
201.86561548,-47.66855373, , 19921,201.865607,-47.668523, -6.29, 33.56,      ,      ,24.059, 0.720,22.277, 0.120,20.920, 0.241
201.86027612,-47.66853612, , 19922,201.860280,-47.668542,  2.86, -6.37,      ,      ,20.484, 0.033,19.795, 0.023,18.950, 0.057
201.84370320,-47.66858526, , 19923,201.843687,-47.668568,-11.98, 18.83,      ,      ,      ,      ,22.551, 0.261,21.447, 0.175
201.83909074,-47.66856098, , 19924,201.839106,-47.668555, 11.33,  6.54,      ,      ,24.097, 0.715,21.941, 0.267,20.438, 0.112
201.81683154,-47.66851998, , 19925,201.816845,-47.668531,  9.92,-12.18,      ,      ,21.686, 0.100,20.840, 0.066,19.729, 0.074
201.76771149,-47.66858670, , 19926,201.767711,-47.668585, -0.28,  1.86,      ,      ,18.706, 0.043,18.130, 0.012,17.339, 0.015
201.71998352,-47.66855211, , 19927,201.719987,-47.668545,  2.52,  7.78,      ,      ,22.395, 0.166,21.461, 0.142,20.468, 0.126
201.69132925,-47.66854158, , 19928,201.691343,-47.668530, 10.17, 12.67,      ,      ,23.046, 0.102,21.948, 0.161,20.562, 0.137
201.59169101,-47.66844654, , 19929,201.591682,-47.668441, -6.68,  5.94,      ,      ,16.030, 0.012,15.445, 0.010,14.711, 0.010
201.57440739,-47.66837650, , 19930,201.574386,-47.668378,-15.68, -1.70,      ,      ,22.781, 0.755,21.061, 0.112,20.005, 0.114
201.55075321,-47.66837113, , 19931,201.550764,-47.668370,  7.87,  1.24,      ,      ,21.982, 0.145,20.890, 0.124,19.759, 0.163
201.54096386,-47.66829534, , 19932,201.540967,-47.668297,  2.27, -1.76,      ,      ,19.219, 0.021,18.673, 0.013,17.948, 0.013
201.44692792,-47.66810424, , 19933,201.446926,-47.668105, -1.33, -0.83,      ,      ,20.377, 0.045,19.658, 0.018,18.827, 0.047
201.36158313,-47.66790319, , 19934,201.361587,-47.667904,  2.81, -0.77,      ,      ,19.289, 0.423,19.042, 0.073,18.344, 0.119
202.07615232,-47.66820750, , 19935,202.076163,-47.668211,  7.91, -3.95,      ,      ,21.790, 0.192,20.991, 0.049,19.872, 0.117
202.06116916,-47.66818704, , 19936,202.061170,-47.668188,  0.62, -1.11,      ,      ,20.189, 0.007,19.488, 0.030,18.689, 0.014
202.05549219,-47.66821808, , 19937,202.055503,-47.668225,  8.01, -7.57,      ,      ,22.704, 0.244,21.480, 0.060,20.439, 0.221
201.97948965,-47.66838385, , 19938,201.979493,-47.668382,  2.51,  2.09,      ,      ,19.140, 0.019,18.550, 0.018,17.774, 0.019
201.97807679,-47.66837662, , 19939,201.978084,-47.668380,  5.23, -3.70,      ,      ,21.315, 0.045,20.505, 0.054,19.604, 0.044
201.91756980,-47.66839206, , 19940,201.917594,-47.668416, 17.75,-26.32,      ,      ,      ,      ,22.112, 0.131,      ,
201.84966159,-47.66849936, , 19941,201.849672,-47.668496,  7.63,  3.56,      ,      ,22.698, 0.173,21.693, 0.119,20.528, 0.139
201.83382364,-47.66848337, , 19942,201.833838,-47.668491, 10.62, -8.47,      ,      ,22.408, 0.386,22.331, 0.238,20.941, 0.195
201.81455317,-47.66850460, , 19943,201.814551,-47.668507, -1.52, -2.56,      ,      ,20.929, 0.135,20.205, 0.051,19.273, 0.092
201.81316427,-47.66848239, , 19944,201.813161,-47.668475, -2.33,  8.09,      ,      ,20.771, 0.069,20.098, 0.031,19.257, 0.084
201.80947961,-47.66847323, , 19945,201.809480,-47.668483,  0.29,-10.75,      ,      ,      ,      ,21.867, 0.094,20.681, 0.104
201.79510783,-47.66849377, , 19946,201.795107,-47.668488, -0.65,  6.25,      ,      ,22.389, 0.203,21.448, 0.093,20.377, 0.080
201.74781052,-47.66845924, , 19947,201.747813,-47.668458,  1.87,  1.30,      ,      ,20.426, 0.076,19.766, 0.018,18.949, 0.021
201.74038944,-47.66850031, , 19948,201.740385,-47.668518, -3.27,-19.42,      ,      ,21.018, 0.121,20.407, 0.037,19.651, 0.116
201.72203709,-47.66850186, , 19949,201.722042,-47.668495,  3.58,  7.51,      ,      ,21.724, 0.060,20.818, 0.060,19.854, 0.116
201.70947500,-47.66849753, , 19950,201.709475,-47.668497,  0.00,  0.64,      ,      ,18.528, 0.015,17.992, 0.012,17.265, 0.008
201.69239802,-47.66844883, , 19951,201.692383,-47.668456,-11.03, -7.97,      ,      ,22.653, 0.236,21.756, 0.190,20.466, 0.128
201.68933179,-47.66846910, , 19952,201.689333,-47.668468,  0.93,  1.14,      ,      ,19.387, 0.023,18.788, 0.023,17.976, 0.009
201.64641931,-47.66839911, , 19953,201.646420,-47.668407,  0.51, -8.57,      ,      ,21.973, 0.157,20.840, 0.077,19.799, 0.061
201.64239214,-47.66839941, , 19954,201.642395,-47.668400,  2.11, -0.65,      ,      ,19.131, 0.017,18.578, 0.015,17.845, 0.013
201.55203120,-47.66825934, , 19955,201.552033,-47.668260,  1.37, -0.72,      ,      ,19.424, 0.028,18.872, 0.016,18.116, 0.026
201.51202946,-47.66824467, , 19956,201.512032,-47.668241,  1.83,  3.89,      ,      ,22.331, 0.226,21.283, 0.045,20.159, 0.099
201.45294617,-47.66805665, , 19957,201.452945,-47.668055, -0.86,  1.81,      ,      ,21.853, 0.221,20.837, 0.103,19.796, 0.086
201.41213137,-47.66796759, , 19958,201.412130,-47.667968, -1.01, -0.51,      ,      ,18.840, 0.034,18.287, 0.018,17.619, 0.017
201.39042881,-47.66789793, , 19959,201.390413,-47.667896,-11.61,  1.99,      ,      ,22.047, 0.386,21.766, 0.208,20.691, 0.301
202.03807244,-47.66818389, , 19961,202.038115,-47.668188, 31.36, -4.56,      ,      ,22.884, 0.441,22.108, 0.194,20.796, 0.098
202.00311772,-47.66823805, , 19962,202.003120,-47.668228,  1.68, 10.94,      ,      ,21.512, 0.061,20.956, 0.026,20.178, 0.119
201.98553056,-47.66826464, , 19963,201.985535,-47.668265,  3.27, -0.39,      ,      ,19.998, 0.048,19.342, 0.028,18.607, 0.100
201.98015971,-47.66827053, , 19964,201.980168,-47.668268,  6.15,  2.71,      ,      ,22.355, 0.242,21.350, 0.090,20.262, 0.143
201.93115592,-47.66835266, , 19965,201.931159,-47.668354,  2.19, -1.34,      ,      ,19.974, 0.043,19.352, 0.023,18.602, 0.129
201.89696588,-47.66839520, , 19966,201.896966,-47.668394,  0.17,  1.43,      ,      ,19.266, 0.015,18.674, 0.011,17.905, 0.006
201.84093688,-47.66840404, , 19967,201.840940,-47.668407,  2.30, -3.18,      ,      ,21.427, 0.045,20.688, 0.044,19.711, 0.144
201.83479541,-47.66842791, , 19968,201.834787,-47.668424, -6.24,  4.40,      ,      ,20.702, 0.015,20.026, 0.020,19.193, 0.099
201.82005331,-47.66841859, , 19969,201.820060,-47.668405,  4.93, 14.87,      ,      ,21.844, 0.308,21.152, 0.316,20.231, 0.188
201.77566662,-47.66838602, , 19970,201.775672,-47.668415,  3.92,-31.71,      ,      ,      ,      ,22.306, 0.139,21.015, 0.426
201.76805655,-47.66844548, , 19971,201.768055,-47.668444, -1.14,  1.74,      ,      ,19.911, 0.128,19.149, 0.019,18.392, 0.047
201.73949155,-47.66841412, , 19972,201.739505,-47.668409,  9.91,  5.72,      ,      ,21.853, 0.063,21.012, 0.077,19.926, 0.102
201.71183717,-47.66842784, , 19973,201.711821,-47.668430,-11.83, -2.36,      ,      ,22.534, 0.362,21.146, 0.128,20.031, 0.134
201.69562810,-47.66836440, , 19974,201.695646,-47.668376, 13.27,-12.82,      ,      ,21.518, 0.147,20.602, 0.089,19.604, 0.174
201.68982407,-47.66840094, , 19975,201.689823,-47.668400, -0.75,  1.03,      ,      ,21.722, 0.182,20.737, 0.079,19.622, 0.059
201.67677281,-47.66840211, , 19976,201.676760,-47.668410, -9.44, -8.63,      ,      ,19.911, 0.037,19.320, 0.028,18.504, 0.025
201.66672764,-47.66837545, , 19977,201.666752,-47.668377, 17.91, -1.64,      ,      ,22.607, 0.461,21.323, 0.099,20.130, 0.110
201.62207386,-47.66835494, , 19978,201.622074,-47.668346,  0.02,  9.66,      ,      ,20.346, 0.371,20.272, 0.227,19.208, 0.262
201.61126856,-47.66830494, , 19979,201.611303,-47.668298, 25.42,  7.53,      ,      ,22.534, 0.182,21.684, 0.125,20.510, 0.247
201.57064576,-47.66828322, , 19980,201.570634,-47.668285, -8.75, -1.95,      ,      ,      ,      ,22.136, 0.486,20.746, 0.268
201.54866828,-47.66820612, , 19981,201.548670,-47.668206,  1.27,  0.01,      ,      ,19.279, 0.031,18.743, 0.013,18.000, 0.066
201.54516900,-47.66822430, , 19982,201.545174,-47.668229,  3.60, -5.02,      ,      ,21.300, 0.089,20.578, 0.079,19.577, 0.076
201.50005197,-47.66809803, , 19983,201.500049,-47.668108, -2.27,-10.97,      ,      ,22.560, 0.367,21.256, 0.100,19.808, 0.063
201.41250279,-47.66789100, , 19984,201.412506,-47.667883,  2.45,  8.69,      ,      ,22.045, 0.150,20.931, 0.113,19.880, 0.100
202.09505651,-47.66800856, , 19985,202.095069,-47.668020,  9.12,-12.52,      ,      ,20.860, 0.041,20.144, 0.066,19.234, 0.100
201.97753185,-47.66826538, , 19986,201.977557,-47.668265, 18.49,  0.42,      ,      ,23.339, 0.459,22.181, 0.166,20.928, 0.155
201.91483615,-47.66830199, , 19987,201.914830,-47.668293, -4.53,  9.78,      ,      ,22.857, 0.249,20.836, 0.033,18.908, 0.064
201.91222206,-47.66833613, , 19988,201.912233,-47.668330,  8.10,  6.71,      ,      ,21.758, 0.128,20.844, 0.057,19.904, 0.113
201.86825201,-47.66830823, , 19989,201.868239,-47.668312, -9.67, -4.06,      ,      ,22.860, 0.477,22.408, 0.237,21.085, 0.287
201.85602456,-47.66835238, , 19990,201.856011,-47.668342, -9.91, 11.42,      ,      ,22.162, 0.168,21.199, 0.076,20.123, 0.094
201.82677345,-47.66834361, , 19991,201.826769,-47.668344, -3.36, -0.30,      ,      ,20.121, 0.038,19.478, 0.024,18.653, 0.013
201.81502170,-47.66833659, , 19992,201.815028,-47.668334,  4.68,  2.96,      ,      ,21.701, 0.194,20.687, 0.057,19.708, 0.154
201.76913276,-47.66838037, , 19993,201.769161,-47.668377, 20.89,  3.75,      ,      ,24.722, 1.196,22.160, 0.176,20.713, 0.228
201.76374199,-47.66834466, , 19994,201.763741,-47.668343, -0.65,  1.76,      ,      ,20.319, 0.038,19.601, 0.025,18.791, 0.081
201.71966041,-47.66835748, , 19995,201.719656,-47.668361, -3.17, -3.97,      ,      ,20.884, 0.090,20.288, 0.092,19.421, 0.093
201.69483670,-47.66835319, , 19996,201.694837,-47.668354,  0.18, -0.76,      ,      ,19.900, 0.041,19.306, 0.026,18.537, 0.049
201.66550568,-47.66829228, , 19997,201.665507,-47.668296,  0.93, -4.19,      ,      ,19.917, 0.077,19.252, 0.025,18.458, 0.041
201.60299390,-47.66829394, , 19998,201.602992,-47.668310, -1.44,-17.57,      ,      ,21.199, 0.288,20.363, 0.238,19.432, 0.234
201.59979689,-47.66824804, , 19999,201.599790,-47.668233, -5.08, 16.40,      ,      ,22.470, 0.424,21.595, 0.110,20.167, 0.287
201.59809795,-47.66821896, , 20000,201.598100,-47.668220,  1.51, -1.14,      ,      ,20.182, 0.040,19.529, 0.030,18.766, 0.018
201.57336274,-47.66814118, , 20002,201.573319,-47.668158,-32.31,-18.47,      ,      ,20.685, 0.458,19.895, 0.069,19.011, 0.256
201.57178449,-47.66816061, , 20003,201.571775,-47.668171, -6.99,-11.49,      ,      ,21.920, 0.087,20.935, 0.071,19.910, 0.090
201.57030505,-47.66820447, , 20004,201.570312,-47.668203,  5.08,  1.55,      ,      ,20.886, 0.209,20.017, 0.066,19.194, 0.126
201.56629923,-47.66821691, , 20005,201.566308,-47.668219,  6.50, -2.17,      ,      ,20.805, 0.066,20.057, 0.050,19.174, 0.048
201.49228342,-47.66802233, , 20006,201.492283,-47.668024, -0.27, -1.71,      ,      ,18.992, 0.022,18.402, 0.008,17.643, 0.024
202.00102476,-47.66815990, , 20009,202.001025,-47.668159,  0.18,  1.11,      ,      ,21.982, 0.319,20.930, 0.079,19.912, 0.158
201.99369973,-47.66813876, , 20010,201.993702,-47.668139,  1.63, -0.14,      ,      ,20.122, 0.076,19.388, 0.020,18.604, 0.064
201.94797767,-47.66820191, , 20011,201.947972,-47.668214, -4.22,-13.11,      ,      ,22.748, 0.299,21.438, 0.078,20.203, 0.149
201.92898348,-47.66820933, , 20012,201.928984,-47.668209,  0.30,  0.48,      ,      ,17.200, 0.018,16.419, 0.006,15.432, 0.009
201.90754029,-47.66820875, , 20013,201.907519,-47.668224,-15.77,-16.56,      ,      ,22.288, 0.221,21.204, 0.067,20.337, 0.334
